ZIP_CODE,EV_LEVEL_1,EV_LEVEL_2,EV_FAST,NETWORK_TYPE_ChargePoint,NETWORK_TYPE_Non-Networked,NETWORK_TYPE_Other-Network,TOTAL_HOUSEHOLDS,MEDIAN_INCOME,REG_COUNTS
12501,0,4,0,0,0,3,2916.0,196035.0,0
12502,0,2,0,1,0,0,437.0,76780.0,0
12504,0,6,0,1,0,2,123.0,505314.0,0
12508,0,11,0,2,1,2,36415.0,379810.0,0
12513,0,2,0,1,0,0,0.0,0.0,0
12514,0,0,8,0,0,1,1138.0,113140.0,0
12518,0,2,0,0,0,1,2298.0,82230.0,0
12522,0,4,0,0,0,1,1899.0,55417.0,0
12524,0,0,13,1,0,1,11876.0,164392.0,0
12525,0,9,0,3,0,1,4368.0,315916.0,0
12526,0,2,0,1,0,0,1522.0,76964.0,0
12528,0,15,0,0,0,3,15507.0,226506.0,0
12529,2,6,0,2,1,0,2823.0,251676.0,0
12531,0,2,0,0,0,1,1113.0,117478.0,0
12534,0,23,0,8,1,1,75940.0,537430.0,0
12538,0,2,0,1,0,0,5084.0,75297.0,0
12540,0,2,4,0,0,2,5518.0,240682.0,0
12541,0,2,0,0,0,1,0.0,0.0,0
12545,0,5,0,0,2,0,4056.0,170572.0,0
12547,0,3,0,0,0,1,1072.0,87222.0,0
12548,0,5,2,0,0,2,1042.0,141018.0,0
12549,0,2,0,0,0,1,3788.0,92870.0,0
12550,0,3,10,1,2,2,98420.0,311110.0,0
12553,0,2,0,1,0,0,9695.0,81709.0,0
12561,0,48,8,18,0,5,148166.0,1676861.0,0
12564,0,1,0,0,0,1,2784.0,91545.0,0
12567,0,1,0,0,0,1,1109.0,59661.0,0
12568,0,0,2,0,0,1,0.0,0.0,0
12569,0,2,0,1,0,0,3996.0,87500.0,0
12571,0,18,1,9,0,1,38870.0,851700.0,0
12572,0,13,0,5,0,1,22440.0,468402.0,0
12580,0,1,0,0,0,1,1669.0,70757.0,0
12583,0,3,0,1,0,1,1770.0,185126.0,0
12590,0,6,0,2,2,0,51900.0,366380.0,0
12594,0,2,0,0,0,1,1667.0,72118.0,0
12601,1,26,0,7,3,3,209287.0,625716.0,0
12603,0,10,0,3,1,0,62832.0,369816.0,0
12604,0,2,0,0,0,1,0.0,0.0,0
12701,0,10,0,3,0,2,20595.0,204735.0,0
12720,0,2,0,1,0,0,62.0,65179.0,0
12723,0,2,0,1,0,0,680.0,55000.0,0
12732,0,2,0,1,0,0,286.0,51000.0,0
12749,0,2,0,1,0,0,0.0,0.0,0
12771,0,4,0,0,0,1,5720.0,56658.0,0
12775,0,2,0,1,0,0,713.0,103802.0,0
12776,0,0,8,0,0,1,873.0,56750.0,0
12777,0,1,0,0,0,1,436.0,93438.0,0
12801,0,42,0,20,0,1,135114.0,1054872.0,0
12803,0,6,0,3,0,0,10758.0,179070.0,0
12804,0,54,10,21,1,4,287248.0,1924936.0,0
12814,0,12,0,6,0,0,3810.0,307032.0,0
12817,0,2,6,0,0,2,1884.0,134444.0,0
12821,0,2,0,0,1,0,118.0,82770.0,0
12828,0,0,4,0,0,1,3840.0,62773.0,0
12834,0,6,0,3,0,0,7767.0,215031.0,0
12845,0,62,0,17,0,6,45080.0,1422964.0,0
12846,0,4,0,2,0,0,2966.0,117900.0,0
12847,0,4,0,0,0,2,284.0,140000.0,0
12852,0,2,0,0,0,1,207.0,53875.0,0
12853,1,15,0,5,1,2,6008.0,323040.0,0
12856,0,4,0,2,0,0,210.0,100928.0,0
12866,0,143,4,62,1,9,1269216.0,6145272.0,0
12870,0,3,4,1,1,1,2265.0,155814.0,0
12883,0,2,0,1,0,0,2152.0,48229.0,0
12885,0,2,0,1,0,0,1939.0,51452.0,0
12901,0,21,12,8,3,3,185598.0,710500.0,0
12912,0,2,0,0,0,1,890.0,55455.0,0
12919,0,2,0,0,0,1,1134.0,53512.0,0
12921,0,2,0,1,0,0,986.0,78611.0,0
12932,0,4,0,1,1,0,1018.0,124166.0,0
12936,0,10,0,5,0,0,1075.0,293750.0,0
12942,0,1,0,0,1,0,392.0,83333.0,0
12943,0,1,0,0,1,0,200.0,32375.0,0
12946,0,46,8,18,0,5,40503.0,1390672.0,0
12950,0,4,0,2,0,0,554.0,120278.0,0
12953,0,10,1,3,0,3,28362.0,292326.0,0
12970,0,10,0,5,0,0,730.0,379165.0,0
12977,2,0,0,0,1,0,0.0,0.0,0
12979,0,2,0,0,0,1,1121.0,58692.0,0
12983,0,20,0,5,0,4,30132.0,483651.0,0
12986,0,9,0,0,0,6,15408.0,339900.0,0
12993,0,1,0,0,0,1,711.0,51581.0,0
12996,0,4,0,2,0,0,1854.0,114236.0,0
12997,0,6,0,3,0,0,1539.0,185208.0,0
13021,0,7,0,2,1,1,66832.0,211368.0,0
13026,0,2,0,1,0,0,582.0,71607.0,0
13027,0,10,0,3,0,1,55644.0,310260.0,12
13029,0,6,0,0,0,1,2774.0,77378.0,0
13030,0,6,0,2,0,1,4305.0,207375.0,0
13032,0,6,0,0,2,1,13914.0,176682.0,0
13035,0,7,0,0,2,1,8940.0,246750.0,0
13039,0,3,0,1,2,0,19827.0,275679.0,0
13041,0,2,0,1,0,0,4333.0,82411.0,0
13045,0,15,0,4,1,2,73465.0,375144.0,0
13053,0,4,0,1,0,1,3642.0,129662.0,0
13057,0,26,0,7,0,2,55089.0,566667.0,0
13066,0,8,0,3,0,1,20636.0,368708.0,0
13077,0,2,0,0,0,1,2721.0,64602.0,0
13078,0,5,0,4,0,0,15536.0,367144.0,0
13080,0,1,0,0,0,1,1277.0,58274.0,0
13088,0,27,8,8,1,3,121812.0,729300.0,0
13090,0,11,0,1,4,1,73104.0,452970.0,0
13108,0,1,0,0,0,1,2472.0,76435.0,0
13115,0,2,0,0,0,1,110.0,60000.0,0
13126,0,9,0,3,0,1,54536.0,212536.0,0
13135,0,2,0,0,0,1,2630.0,57444.0,0
13143,0,2,0,0,0,1,1043.0,56793.0,0
13152,0,6,0,0,0,2,6822.0,185750.0,0
13156,0,2,0,0,0,1,749.0,55250.0,0
13160,0,2,0,0,0,1,724.0,66196.0,0
13164,0,0,2,0,0,1,878.0,93276.0,0
13165,0,6,12,3,0,2,21505.0,281355.0,0
13202,0,35,0,5,1,3,24147.0,181764.0,0
13204,0,8,0,5,1,0,47418.0,209136.0,0
13205,0,2,0,0,1,0,6937.0,32579.0,0
13206,0,4,4,0,1,1,15586.0,87348.0,0
13208,0,9,0,5,0,0,42820.0,192375.0,0
13210,0,18,4,8,0,2,76390.0,313190.0,0
13212,0,32,3,2,1,3,53490.0,359592.0,0
13214,0,0,4,0,0,1,2880.0,74098.0,0
13244,0,3,0,0,0,2,0.0,0.0,0
13308,0,4,0,2,0,0,2462.0,124626.0,0
13316,0,6,0,3,0,0,8145.0,154611.0,0
13320,0,2,0,0,1,0,801.0,60757.0,0
13322,0,2,0,0,0,1,385.0,62188.0,0
13323,0,18,0,0,0,1,4128.0,70317.0,0
13326,0,11,0,5,1,1,16268.0,397313.0,0
13339,0,2,0,1,0,0,2215.0,51758.0,0
13340,0,4,0,4,0,0,12484.0,257668.0,0
13346,0,8,0,3,0,1,7068.0,267652.0,0
13350,0,6,4,1,1,2,16608.0,203844.0,0
13367,0,2,0,1,0,0,3222.0,56337.0,0
13368,0,1,0,0,0,1,447.0,45114.0,0
13413,0,30,0,6,1,2,57537.0,676836.0,0
13420,0,6,0,1,0,1,878.0,111626.0,0
13421,0,4,0,0,0,1,5404.0,53802.0,0
13424,0,4,0,0,1,0,873.0,58902.0,0
13440,0,6,1,1,1,1,48783.0,159801.0,0
13441,0,6,0,0,0,2,206.0,96626.0,0
13460,0,2,0,0,1,0,1835.0,53178.0,0
13478,0,18,0,9,0,0,10440.0,555417.0,0
13480,0,2,0,0,1,0,1429.0,52204.0,0
13492,0,3,0,0,0,1,4818.0,67391.0,0
13495,0,3,0,2,1,0,2541.0,160749.0,0
13502,0,15,8,3,1,2,77616.0,258660.0,0
13601,0,17,12,5,3,4,180912.0,551556.0,0
13607,0,0,1,1,0,0,684.0,48889.0,0
13617,0,9,1,4,0,1,17830.0,322845.0,0
13630,0,2,0,0,0,1,533.0,36313.0,0
13655,0,4,0,2,0,0,2880.0,83142.0,0
13662,3,8,0,1,4,0,36045.0,253520.0,0
13669,0,2,0,1,0,0,6100.0,50569.0,0
13676,0,5,0,1,0,1,10804.0,101400.0,0
13694,0,1,0,0,0,1,591.0,49926.0,0
13753,0,4,0,2,0,0,3646.0,111876.0,0
13755,0,2,0,1,0,0,490.0,50882.0,0
13760,0,7,0,2,0,1,56259.0,171993.0,0
13788,0,2,0,1,0,0,381.0,54375.0,0
13790,0,2,0,1,0,0,7619.0,46784.0,0
13795,0,0,2,0,1,0,1309.0,52944.0,0
13812,0,4,0,2,0,0,1852.0,133750.0,0
13820,0,9,14,2,2,3,53886.0,351638.0,0
13830,0,2,0,0,0,1,2258.0,50139.0,0
13850,0,4,0,1,2,0,26808.0,204000.0,0
13865,0,2,0,0,0,1,2512.0,60326.0,0
13901,0,9,0,3,1,1,40540.0,223655.0,0
13903,0,0,4,0,0,1,7649.0,49411.0,0
13904,0,4,4,1,1,2,15548.0,206780.0,0
13905,0,15,8,3,1,4,89552.0,338952.0,0
14006,0,2,4,1,0,2,12486.0,165567.0,0
14009,0,2,0,0,1,0,2381.0,52369.0,0
14011,0,2,0,0,0,1,2783.0,68938.0,0
14020,0,12,0,1,1,3,48290.0,269205.0,0
14026,0,2,0,1,0,0,320.0,82885.0,0
14031,0,1,0,0,0,1,4187.0,85930.0,0
14034,0,2,0,0,0,1,726.0,52955.0,0
14036,0,2,0,0,0,1,2080.0,74418.0,0
14040,0,1,0,0,0,1,712.0,66105.0,0
14043,0,4,0,0,1,1,21962.0,117862.0,0
14048,0,4,0,2,0,0,12622.0,74476.0,0
14052,0,5,0,1,0,1,13632.0,170818.0,0
14059,0,2,0,1,0,0,4155.0,73940.0,0
14063,0,1,4,0,1,1,10260.0,110000.0,0
14069,0,2,0,1,0,0,313.0,57344.0,0
14070,0,2,0,0,1,0,2235.0,45737.0,0
14072,0,5,11,5,1,2,68008.0,645864.0,16
14075,0,11,0,3,2,1,110778.0,441660.0,0
14086,0,2,0,1,0,0,13231.0,83668.0,0
14092,0,12,0,0,2,0,9608.0,127436.0,0
14094,0,8,0,3,2,0,101455.0,292475.0,0
14103,2,2,0,0,1,1,9236.0,100488.0,0
14109,0,2,0,0,1,0,0.0,0.0,0
14120,0,4,0,2,0,0,37342.0,128638.0,0
14127,0,15,0,10,2,0,145896.0,1082520.0,0
14139,0,2,0,1,0,0,865.0,80842.0,0
14141,0,6,0,1,2,0,9519.0,177057.0,0
14150,0,16,0,6,0,1,131726.0,391657.0,0
14171,2,0,0,0,1,0,768.0,58667.0,0
14175,0,2,0,0,0,1,0.0,0.0,0
14202,0,41,0,2,0,8,17690.0,499540.0,0
14203,0,76,0,33,1,2,39744.0,1554228.0,0
14204,0,19,0,10,0,0,41460.0,225000.0,0
14206,0,4,0,0,0,1,8957.0,40751.0,0
14209,0,2,0,1,0,0,3837.0,39447.0,0
14210,0,35,0,20,1,0,127848.0,784980.0,0
14211,0,8,0,6,0,0,56520.0,160434.0,0
14213,0,6,0,1,0,1,18296.0,72942.0,0
14214,2,38,0,8,2,5,118920.0,706830.0,0
14215,0,2,0,1,0,0,16710.0,33788.0,0
14216,0,3,0,1,0,1,20756.0,118692.0,0
14220,0,2,0,0,0,1,9564.0,58671.0,0
14221,0,33,10,16,2,4,511390.0,1844128.0,0
14222,0,13,0,5,1,1,45892.0,412699.0,0
14223,0,8,0,4,0,0,39192.0,272168.0,0
14225,0,13,12,1,2,3,91560.0,308268.0,0
14226,0,26,0,11,3,0,179564.0,1013432.0,0
14227,0,4,0,4,0,0,40804.0,226684.0,0
14228,0,22,0,11,0,0,102674.0,622435.0,0
14303,0,6,0,2,0,1,7509.0,78240.0,0
14304,0,6,0,1,1,1,39057.0,168828.0,0
14305,0,2,0,0,1,0,7155.0,36023.0,0
14411,0,2,0,1,0,0,4994.0,47278.0,0
14414,0,9,0,0,0,3,9168.0,188304.0,0
14416,0,4,0,0,2,0,2846.0,127188.0,0
14418,0,5,0,0,0,1,507.0,42181.0,0
14420,0,10,0,5,0,0,36225.0,275050.0,0
14424,0,17,0,1,2,3,72708.0,396396.0,0
14425,0,2,0,0,0,1,4905.0,68503.0,0
14427,0,2,0,0,0,1,821.0,56719.0,0
14428,0,3,0,0,2,0,5708.0,148084.0,0
14432,0,4,0,2,0,0,4526.0,125940.0,0
14433,0,4,0,2,0,0,3054.0,104540.0,0
14445,0,6,0,2,2,0,13544.0,209800.0,0
14450,0,14,2,0,1,4,86225.0,441275.0,0
14452,0,16,0,0,0,4,0.0,0.0,0
14454,0,2,0,1,0,0,3180.0,46648.0,0
14456,0,16,2,5,1,2,59968.0,418168.0,0
14467,0,3,0,0,0,1,4031.0,68354.0,0
14469,0,2,0,0,0,1,2544.0,59248.0,0
14472,0,2,0,0,0,1,3301.0,97854.0,0
14480,0,4,0,0,0,1,329.0,48939.0,0
14482,0,2,2,0,0,2,6812.0,135000.0,0
14485,0,3,0,0,0,2,3206.0,123432.0,0
14487,0,2,0,0,1,0,2380.0,75438.0,0
14510,0,8,0,0,0,2,4318.0,100368.0,0
14513,0,28,0,13,0,1,80486.0,682766.0,0
14514,0,8,0,0,0,1,2676.0,67863.0,0
14519,0,1,0,0,0,1,4998.0,72312.0,0
14526,0,1,0,0,1,0,8276.0,77771.0,0
14527,0,4,0,1,0,1,9336.0,110844.0,0
14530,0,2,0,1,0,0,2183.0,52600.0,0
14534,0,10,0,2,0,1,35451.0,365841.0,0
14543,0,4,0,0,1,0,1234.0,95000.0,0
14546,0,4,0,3,0,0,5973.0,211971.0,0
14548,0,2,0,0,0,1,1579.0,61858.0,0
14551,0,2,0,0,1,0,2039.0,49004.0,0
14555,0,2,0,0,0,1,548.0,46500.0,0
14559,0,7,0,0,2,1,21336.0,242541.0,0
14564,0,6,8,1,0,2,18081.0,296889.0,0
14569,0,2,0,1,0,0,2638.0,55147.0,0
14572,0,6,0,0,0,2,4070.0,106702.0,0
14580,0,12,0,2,3,2,152775.0,580993.0,0
14586,0,4,0,1,0,1,8632.0,160600.0,0
14604,0,18,0,7,0,1,13496.0,244336.0,0
14605,0,2,0,1,0,0,4208.0,22593.0,0
14606,0,12,0,0,0,2,23110.0,89106.0,0
14607,0,17,0,8,0,1,86076.0,421983.0,0
14609,0,4,16,1,0,2,52113.0,143805.0,0
14610,0,2,0,1,0,1,13796.0,133884.0,0
14611,0,12,0,5,0,1,39126.0,160356.0,0
14612,0,10,0,4,0,1,75030.0,315170.0,0
14613,0,4,0,0,0,1,5229.0,34468.0,0
14614,0,8,0,3,0,1,304.0,269332.0,0
14615,0,1,1,0,1,0,7080.0,42110.0,0
14617,0,31,0,17,0,0,162486.0,1184509.0,0
14618,0,18,0,5,1,4,82770.0,1008090.0,0
14620,0,25,0,5,0,3,89392.0,367080.0,0
14621,0,27,0,13,0,1,175182.0,387450.0,0
14623,0,73,0,13,4,12,251430.0,1502200.0,0
14624,0,8,0,4,0,0,57212.0,287836.0,0
14626,0,19,0,3,1,2,76422.0,406494.0,0
14627,0,2,0,1,0,0,0.0,0.0,0
14701,0,18,1,1,3,7,186043.0,455862.0,0
14702,0,2,0,0,0,1,0.0,0.0,0
14731,0,4,0,1,1,0,1074.0,127282.0,0
14744,0,6,0,1,1,1,1302.0,184374.0,0
14750,0,5,0,0,2,1,6177.0,176655.0,0
14760,0,11,0,1,0,3,32288.0,181200.0,0
14779,0,1,8,0,1,1,5386.0,69824.0,0
14787,0,0,2,0,0,1,2132.0,49383.0,0
14817,0,2,0,1,0,0,995.0,64056.0,0
14818,0,4,0,0,2,1,2859.0,190215.0,0
14830,0,14,0,3,0,2,42610.0,293410.0,0
14837,0,2,0,0,0,1,2175.0,56771.0,0
14840,0,1,0,0,1,0,1284.0,57623.0,0
14843,0,3,0,0,0,1,5196.0,45981.0,0
14845,0,10,1,0,2,3,42515.0,333215.0,0
14850,0,57,11,17,4,10,781727.0,1735597.0,0
14853,0,6,0,3,0,0,0.0,0.0,0
14864,0,2,0,0,1,0,481.0,75331.0,0
14865,0,6,0,0,0,2,2256.0,87692.0,0
14870,0,6,10,0,0,3,12333.0,206118.0,0
14881,0,2,0,1,0,0,89.0,81797.0,0
14886,0,4,0,2,0,0,5744.0,133954.0,0
14891,0,4,0,0,0,1,1738.0,49417.0,0
14892,0,4,0,0,0,1,3171.0,42361.0,0
14901,0,2,1,1,1,0,10316.0,65000.0,0
14905,0,2,0,0,0,1,3706.0,60234.0,0
19382,0,2,0,0,0,1,20211.0,100207.0,11
25230,0,4,0,0,0,1,0.0,0.0,0
48009,0,3,0,0,0,1,9131.0,122804.0,519
48021,0,2,0,0,1,0,12635.0,49921.0,23
48034,0,3,0,0,3,0,22059.0,145443.0,249
48035,0,2,0,1,0,0,14478.0,55169.0,81
48036,0,1,0,0,1,0,9173.0,53084.0,90
48038,0,2,0,0,2,0,40468.0,120160.0,264
48043,0,8,0,4,0,0,27480.0,173284.0,76
48051,0,1,0,1,0,0,6471.0,72332.0,35
48060,0,15,8,0,3,2,82070.0,202895.0,275
48065,0,0,2,2,0,0,8584.0,152876.0,108
48066,0,2,12,0,2,2,80704.0,190420.0,228
48067,0,30,0,4,1,1,73872.0,515634.0,2190
48071,0,6,0,1,1,1,39558.0,160317.0,324
48073,0,2,0,1,0,0,16468.0,78843.0,332
48075,0,1,0,0,1,0,9223.0,57106.0,69
48076,0,8,0,0,1,1,19382.0,142278.0,270
48080,0,2,0,0,1,0,10715.0,58365.0,91
48081,0,4,0,0,0,1,9004.0,63250.0,66
48083,2,8,2,5,0,1,55422.0,465228.0,1038
48084,0,7,0,1,2,1,26640.0,385120.0,608
48088,0,6,0,1,1,0,18184.0,128326.0,100
48089,0,4,0,2,0,0,24580.0,78426.0,60
48092,0,6,0,2,1,0,30726.0,174483.0,465
48098,0,4,0,2,0,0,14070.0,271108.0,622
48101,0,2,0,0,1,1,21928.0,134260.0,194
48103,0,11,10,3,3,2,187616.0,765816.0,10016
48104,0,45,5,9,9,3,344106.0,1234548.0,11445
48105,1,26,0,9,3,0,176016.0,918612.0,8376
48108,2,10,4,4,2,2,89200.0,528968.0,3240
48109,0,4,0,2,0,0,0.0,0.0,0
48111,0,5,1,0,3,1,68364.0,236560.0,768
48114,0,0,2,2,0,0,15626.0,190278.0,316
48116,0,1,2,0,1,1,22120.0,176366.0,464
48117,0,2,0,0,1,0,3852.0,70407.0,34
48118,0,4,0,2,0,0,9992.0,178786.0,312
48122,0,1,0,0,1,0,3724.0,41629.0,14
48124,0,12,0,1,3,0,46528.0,289300.0,1100
48125,0,0,1,0,0,1,7624.0,49325.0,58
48126,0,3,0,0,3,0,38817.0,106308.0,174
48128,0,4,0,0,2,0,7672.0,156532.0,130
48130,0,2,0,1,0,0,5786.0,110833.0,210
48131,0,1,2,2,1,0,8937.0,186123.0,60
48134,0,2,0,0,1,0,8189.0,75435.0,89
48150,0,7,11,2,2,1,51955.0,382325.0,1045
48152,4,8,0,6,0,0,75312.0,463698.0,600
48160,2,0,0,0,1,0,4650.0,72800.0,56
48161,0,2,0,0,2,0,21444.0,103840.0,72
48162,0,2,0,0,0,1,11549.0,56357.0,55
48165,0,0,1,0,1,0,2852.0,90700.0,76
48167,0,8,2,0,0,2,18014.0,198316.0,684
48170,0,0,1,0,0,1,17025.0,85634.0,478
48174,0,13,0,6,1,0,82831.0,359345.0,364
48176,2,14,0,4,6,0,83190.0,1033840.0,1555
48178,0,1,0,0,1,0,12985.0,100452.0,322
48180,0,2,1,1,1,0,48060.0,100106.0,246
48183,0,6,2,2,2,2,105438.0,400716.0,447
48185,0,3,0,0,2,0,43472.0,97396.0,212
48189,0,5,2,2,1,0,16971.0,219729.0,198
48195,0,2,0,1,0,0,12696.0,57133.0,52
48197,0,5,6,2,1,1,102068.0,245364.0,1852
48201,0,3,0,1,1,0,16834.0,34662.0,120
48202,0,33,0,9,10,1,152260.0,538780.0,500
48204,0,2,0,0,1,0,9479.0,24283.0,9
48207,0,6,0,2,0,1,34662.0,92724.0,249
48211,0,2,0,0,1,0,2056.0,24104.0,6
48214,0,4,0,0,1,1,19978.0,63932.0,120
48216,0,12,0,6,0,0,14772.0,186636.0,72
48219,0,2,0,0,0,1,19371.0,34452.0,44
48220,0,3,1,0,3,1,45188.0,260096.0,1004
48221,0,2,0,0,1,0,15733.0,42952.0,84
48226,0,116,4,30,8,4,179004.0,2709378.0,2394
48236,0,4,0,0,0,1,11286.0,112964.0,306
48239,0,3,0,0,3,0,41187.0,169095.0,294
48242,0,8,0,4,0,0,0.0,0.0,0
48243,0,2,0,0,1,0,0.0,0.0,1
48301,0,4,0,0,0,2,11002.0,294360.0,650
48302,0,2,0,1,0,0,6212.0,133427.0,393
48303,0,1,0,0,1,0,0.0,0.0,0
48307,0,5,0,0,3,0,54000.0,243540.0,1071
48309,0,10,0,4,2,0,67044.0,595404.0,729
48312,0,2,0,0,1,0,13657.0,62651.0,104
48313,0,4,0,0,1,0,13284.0,70457.0,110
48320,0,2,0,0,1,0,2300.0,59435.0,41
48322,0,8,0,2,1,1,49336.0,373232.0,1256
48323,0,2,0,1,0,0,6402.0,115174.0,294
48326,0,48,26,16,6,4,250874.0,1679990.0,3991
48327,0,2,0,0,1,0,9531.0,59119.0,80
48329,0,4,0,1,1,0,19858.0,155884.0,308
48331,3,45,12,0,6,0,50382.0,647352.0,726
48334,0,15,0,1,2,1,31776.0,326752.0,796
48335,0,7,1,2,3,0,53590.0,400855.0,875
48341,0,13,0,3,0,2,34000.0,180245.0,130
48346,0,2,0,1,0,0,9158.0,81377.0,105
48348,0,6,0,2,0,1,26136.0,335814.0,681
48356,0,1,0,0,1,0,3316.0,86723.0,57
48374,0,0,1,0,0,1,5254.0,138979.0,210
48375,0,6,5,1,2,1,34120.0,395168.0,928
48377,3,9,0,5,1,0,46698.0,410556.0,1098
48381,0,5,0,3,0,0,16443.0,237483.0,324
48382,0,4,0,2,0,0,16830.0,215614.0,470
48390,0,6,0,3,0,0,31269.0,219108.0,585
48393,0,6,0,2,0,1,21768.0,157005.0,288
48413,0,1,1,0,1,0,2928.0,47083.0,9
48415,0,2,0,1,0,0,3701.0,62475.0,19
48423,0,2,0,1,0,0,13996.0,53867.0,117
48427,0,0,2,2,0,0,2316.0,101250.0,6
48430,0,2,0,0,1,0,14371.0,77307.0,196
48439,0,6,1,1,2,1,79024.0,289388.0,1084
48442,0,4,0,1,1,0,16504.0,136402.0,190
48453,0,0,2,2,0,0,4166.0,80834.0,8
48461,0,2,0,1,0,0,3176.0,60784.0,21
48471,0,1,0,0,1,0,2331.0,43601.0,5
48473,0,0,10,0,0,1,8983.0,66254.0,90
48504,0,3,0,1,1,0,22232.0,63370.0,28
48506,0,2,0,1,0,0,11653.0,36668.0,23
48601,0,2,0,0,1,0,14301.0,29822.0,17
48602,0,0,2,2,0,0,24584.0,69342.0,62
48604,0,2,0,0,2,0,8230.0,92648.0,16
48617,0,6,10,3,1,1,17065.0,243815.0,45
48629,0,3,0,0,2,0,6978.0,86156.0,14
48631,0,0,2,2,0,0,3428.0,111850.0,12
48639,0,2,0,0,1,0,0.0,0.0,0
48640,0,4,1,1,2,0,39576.0,190011.0,588
48642,0,5,0,0,3,0,40752.0,203019.0,459
48653,0,2,0,0,1,0,4689.0,48382.0,24
48657,0,1,0,0,1,0,3357.0,60190.0,24
48661,0,4,0,2,0,0,8942.0,88934.0,18
48662,0,2,0,1,0,0,650.0,62000.0,0
48706,0,14,24,0,10,4,233926.0,689416.0,623
48708,2,0,0,0,2,0,22154.0,79970.0,90
48730,0,2,0,1,0,0,2228.0,44034.0,7
48734,0,4,0,2,0,0,6640.0,154038.0,44
48763,0,1,0,0,1,0,2028.0,52337.0,11
48811,0,4,0,2,0,0,2474.0,99672.0,2
48813,0,3,1,1,1,0,15764.0,125864.0,118
48820,0,10,0,4,2,0,40356.0,525792.0,330
48823,0,12,0,0,6,2,159568.0,369200.0,2944
48824,0,8,0,6,0,0,0.0,0.0,0
48825,0,2,0,1,0,0,0.0,0.0,0
48842,0,4,4,6,0,0,53586.0,380496.0,369
48843,0,0,1,0,0,1,17162.0,78740.0,202
48846,0,0,2,2,0,0,13164.0,105834.0,34
48855,0,4,0,2,0,0,11672.0,161276.0,134
48856,0,2,0,1,0,0,383.0,43720.0,0
48858,0,9,2,3,4,2,155079.0,358497.0,783
48864,0,22,2,8,8,0,146592.0,1387232.0,2528
48867,0,0,2,2,0,0,22790.0,99672.0,142
48872,0,0,2,2,0,0,5304.0,140634.0,68
48875,0,2,0,1,0,0,3908.0,69118.0,19
48879,0,2,0,0,1,0,6776.0,65234.0,56
48906,4,8,0,6,1,0,74025.0,332150.0,546
48911,0,4,0,0,0,1,16232.0,44972.0,74
48912,0,24,20,0,6,6,93612.0,529224.0,414
48917,0,15,4,2,6,1,132624.0,554202.0,1341
48933,0,19,0,3,4,1,11688.0,285608.0,64
49001,0,4,0,2,0,0,17768.0,90840.0,56
49002,0,7,14,2,0,3,42180.0,286680.0,445
49007,0,1,0,0,1,0,4055.0,33096.0,25
49008,0,2,0,0,1,0,6863.0,52944.0,178
49009,0,5,3,4,2,0,110634.0,395748.0,1482
49014,0,16,0,6,1,0,57344.0,375046.0,231
49017,0,2,0,0,1,0,8914.0,47410.0,61
49022,0,12,8,6,0,2,103840.0,269976.0,304
49031,0,2,0,1,0,0,3058.0,51373.0,9
49036,0,6,0,1,2,0,27060.0,152727.0,138
49037,0,5,1,3,1,0,35072.0,132132.0,48
49048,0,2,0,0,1,0,9909.0,47949.0,61
49058,0,4,0,2,0,0,15128.0,123462.0,68
49068,0,14,12,11,0,1,76452.0,705000.0,480
49071,0,1,0,0,1,0,3600.0,84063.0,65
49078,0,2,0,1,0,0,3729.0,53223.0,11
49085,0,0,8,0,0,1,10187.0,75767.0,178
49090,0,5,0,0,0,2,12430.0,102554.0,84
49117,0,2,1,2,0,0,3524.0,116852.0,72
49120,0,4,0,0,3,0,45507.0,148227.0,192
49128,0,2,0,0,0,1,1443.0,57614.0,12
49148,0,1,0,0,1,0,0.0,0.0,0
49201,0,18,1,8,2,0,154280.0,567660.0,2150
49203,0,2,0,1,0,0,15723.0,46846.0,83
49221,0,2,0,1,0,0,14726.0,47952.0,94
49224,0,4,0,1,1,0,10092.0,83790.0,44
49250,0,2,0,1,0,0,2473.0,49925.0,19
49301,0,6,0,3,0,0,20451.0,396783.0,621
49304,0,2,0,0,0,1,1547.0,30885.0,3
49307,0,2,12,3,0,1,28336.0,160000.0,168
49310,0,2,0,1,0,0,1056.0,51276.0,3
49315,0,6,0,2,1,0,24960.0,246546.0,249
49316,0,1,0,0,0,1,8115.0,89326.0,119
49321,0,4,0,0,0,1,6822.0,57867.0,43
49329,0,0,2,2,0,0,6110.0,123202.0,38
49333,0,2,0,0,0,1,4386.0,73326.0,41
49337,0,6,0,0,0,1,5103.0,45767.0,17
49346,0,2,0,1,0,0,2144.0,55255.0,25
49348,0,7,0,0,1,1,9690.0,130230.0,42
49401,0,12,0,6,0,0,41208.0,281142.0,120
49404,0,2,0,0,1,0,3047.0,66854.0,21
49406,0,2,0,1,0,0,403.0,92708.0,18
49412,0,2,0,1,0,0,4368.0,55026.0,25
49418,0,9,2,5,2,0,76314.0,493528.0,742
49420,0,4,0,1,1,0,4644.0,94286.0,4
49423,1,22,1,7,4,1,201156.0,709596.0,3156
49424,0,12,0,6,0,0,107382.0,409656.0,681
49426,0,0,11,1,0,1,25026.0,170820.0,292
49431,0,8,16,2,4,2,60424.0,421040.0,144
49440,0,5,0,2,1,0,1830.0,44595.0,21
