ZIP_CODE,TOTAL_HOUSEHOLDS,MEDIAN_INCOME
12850,1121,84651
12851,180,50000
12852,207,53875
12853,751,40380
12855,116,43333
12856,105,50464
12857,255,62961
12858,66,102727
12859,918,100000
12860,258,72339
12861,273,66250
12863,263,104018
12865,1437,57061
12866,17628,85351
12870,755,51938
12871,1728,68487
12873,363,64375
12874,88,91000
12878,260,56250
12883,2152,48229
12884,196,53438
12885,1939,51452
12886,126,59286
12887,1776,60085
12901,13257,50750
12903,697,66290
12910,621,51696
12912,890,55455
12913,510,52386
12914,349,57731
12916,895,60139
12917,532,59643
12918,896,63806
12919,1134,53512
12920,976,57660
12921,986,78611
12923,243,57132
12926,978,48707
12927,132,49167
12928,832,60682
12929,314,51429
12930,279,66042
12932,509,62083
12934,415,42019
12935,649,56458
12936,215,58750
12937,658,45800
12939,97,58631
12941,527,79309
12942,392,83333
12943,200,32375
12944,1670,54608
12945,202,54444
12946,1761,60464
12950,277,60139
12952,129,49911
12953,4727,48721
12955,158,51964
12956,595,59052
12957,682,45050
12958,851,54965
12959,619,41853
12960,333,64911
12962,2236,68630
12964,36,100625
12965,164,53269
12966,1132,48352
12967,463,39464
12969,200,42778
12970,146,75833
12972,2285,73897
12973,50,61000
12974,681,53990
12975,136,54792
12976,120,55000
12979,1121,58692
12980,535,54663
12981,1078,58947
12983,3348,53739
12986,2568,56650
12987,106,63750
12989,463,64250
12992,1739,63583
12993,711,51581
12996,927,57118
12997,513,61736
12998,223,43774
13020,37,65417
13021,16708,52842
13026,582,71607
13027,13911,77565
13028,486,63049
13029,2774,77378
13030,1435,69125
13031,6103,78819
13032,4638,58894
13033,1382,64886
13034,810,73929
13035,2980,82250
13036,3739,59133
13037,3562,78669
13039,6609,91893
13040,980,52339
13041,4333,82411
13042,894,65750
13044,1093,66349
13045,10495,53592
13051,88,93774
13052,571,51250
13053,1821,64831
13054,643,73725
13057,6121,62963
13060,1207,58262
13061,420,68409
13063,739,81845
13066,5159,92177
13068,2179,67098
13069,9348,51931
13071,365,66719
13072,343,57212
13073,2621,61467
13074,1588,60000
13076,897,59917
13077,2721,64602
13078,3884,91786
13080,1277,58274
13081,438,87059
13082,1685,74450
13083,764,69792
13084,1576,65833
13087,52,116250
13088,10151,60775
13090,12184,75495
13092,1036,68000
13101,890,57054
13102,29,61125
13103,119,23954
13104,6101,103096
13108,2472,76435
13110,884,82500
13111,636,43155
13112,636,68250
13113,99,86563
13114,2347,65964
13115,110,60000
13116,1392,55984
13117,115,50313
13118,2165,59883
13120,798,47125
13122,415,76477
13124,36,60833
13126,13634,53134
13131,1410,58063
13132,1339,75503
13134,65,77083
13135,2630,57444
13136,192,47857
13140,1800,54011
13141,267,58393
13142,2567,54467
13143,1043,56793
13144,562,45192
13145,690,51466
13146,830,55490
13147,426,59643
13148,4545,53038
13152,3411,92875
13153,173,51719
13155,210,63750
13156,749,55250
13157,315,44271
13158,611,57448
13159,2092,74280
13160,724,66196
13162,132,133426
13163,139,45417
13164,878,93276
13165,4301,56271
13166,2285,65777
13167,1241,54727
13202,2683,20196
13203,7109,38018
13204,7903,34856
13205,6937,32579
13206,7793,43674
13207,5179,53012
13208,8564,38475
13209,5452,55027
13210,7639,31319
13211,2374,54506
13212,8915,59932
13214,2880,74098
13215,5432,92575
13219,6224,66866
13224,3547,62485
13301,53,112604
13302,669,49408
13303,435,62316
13304,697,80559
13305,96,48387
13308,1231,62313
13309,2236,57500
13310,238,48750
13312,199,62083
13313,156,48750
13314,124,67500
13315,544,61731
13316,2715,51537
13317,1531,55486
13318,536,70893
13319,275,44330
13320,801,60757
13321,441,50373
13322,385,62188
13323,4128,70317
13324,898,54700
13325,395,48173
13326,2324,56759
13327,777,56484
13328,635,78458
13329,1630,47300
13331,66,85192
13332,1041,53281
13334,384,54167
13335,499,55625
13338,563,55871
13339,2215,51758
13340,3121,64417
13341,63,119792
13342,80,66250
13343,732,58200
13345,54,51429
13346,1767,66913
13348,603,61042
13350,4152,50961
13353,9,31563
13354,1455,82906
13355,318,75595
13357,4184,54709
13360,29,48125
13361,245,64063
13362,50,60156
13363,985,73614
13364,52,42500
13365,3131,54268
13367,3222,56337
13368,447,45114
13402,752,60729
13403,1783,93229
13404,58,38333
13406,313,49375
13407,2040,51357
13408,972,53355
13409,865,53715
13410,98,56154
13411,1266,53243
13413,6393,75204
13415,27,57083
13416,856,55588
13417,1667,38711
13418,111,82813
13420,439,55813
13421,5404,53802
13424,873,58902
13425,889,57981
13428,608,32500
13431,661,72344
13433,652,47895
13435,105,69896
13436,30,40000
13437,145,52292
13438,1406,59167
13439,1477,52446
13440,16261,53267
13441,103,48313
13450,28,51471
13452,1797,43299
13454,288,42885
13456,1655,70122
13459,1009,56639
13460,1835,53178
13461,1237,65083
13464,588,42946
13468,188,61667
13469,468,85714
13470,277,41979
13471,1244,54528
13472,43,57153
13473,268,62750
13476,1491,74122
13477,436,56094
13478,1160,61713
13480,1429,52204
13483,136,79167
13484,85,101203
13485,446,52593
13486,395,60288
13488,56,51250
13489,273,55982
13490,654,75455
13491,1364,54554
13492,4818,67391
13493,735,44792
13494,125,54583
13495,847,53583
13501,13775,40264
13502,12936,43110
13601,15076,45963
13602,83,44861
13603,3222,50827
13605,1940,54709
13606,1043,67054
13607,684,48889
13608,572,49000
13612,1000,66167
13613,1119,51927
13614,119,31150
13615,385,51635
13616,705,52902
13617,3566,64569
13618,747,54358
13619,4080,50665
13620,762,48824
13621,229,63523
13622,952,65761
13624,1897,68869
13625,760,59274
13626,897,58024
13628,92,70833
13630,533,36313
13633,124,72500
13634,1507,64531
13635,445,56645
13636,74,48500
13637,1745,55046
13638,130,39734
13639,110,48636
13640,165,48750
13642,3855,39233
13646,873,46298
13647,34,95625
13648,896,50114
13650,627,57361
13651,58,140208
13652,619,52917
13654,872,46591
13655,1440,41571
13656,964,53611
13658,908,63458
13659,171,53542
13660,618,53643
13661,558,71750
13662,7209,50704
13664,133,67321
13665,331,53317
13666,82,47500
13667,1263,36464
13668,1384,58952
13669,6100,50569
13670,197,42375
13672,239,66458
13673,891,47917
13675,36,62885
13676,5402,50700
13679,655,53750
13680,522,40781
13681,381,47054
13682,282,75357
13684,408,50000
13685,1118,69286
13687,197,52188
13690,321,43203
13691,1228,61591
13692,22,31250
13693,191,44250
13694,591,49926
13695,39,104219
13697,843,42757
13730,1260,58864
13731,459,55417
13732,3103,85625
13733,2073,53516
13734,736,56136
13736,856,58000
13739,352,60682
13740,239,66607
13743,1379,67120
13744,454,62778
13746,836,64219
13748,1610,58259
13750,411,43897
13751,73,41615
13752,301,67250
13753,1823,55938
13754,1361,38832
13755,490,50882
13756,193,48958
13757,524,57121
13760,18753,57331
13774,66,34844
13775,765,55550
13776,256,69868
13777,137,56641
13778,2380,61175
13780,381,63194
13782,326,58235
13783,1121,48750
13784,39,73264
13786,187,40063
13787,1460,49441
13788,381,54375
13790,7619,46784
13794,16,46250
13795,1309,52944
13796,571,60375
13797,836,59464
13801,633,40486
13802,254,102891
13803,1474,62132
13804,140,55500
13806,115,34135
13807,514,53000
13808,565,48250
13809,684,48155
13810,515,61042
13811,1601,74107
13812,926,66875
13813,304,41250
13815,5615,47966
13820,7698,50234
13825,1244,54808
13827,5083,59764
13830,2258,50139
13832,241,44875
13833,1496,50781
13834,86,72917
13835,454,55395
13838,1692,40909
13839,507,48125
13841,254,42596
13842,212,53611
13843,845,52621
13844,284,60833
13846,145,54583
13849,1852,52731
13850,8936,68000
13856,2727,47135
13859,82,68558
13861,127,61875
13862,1699,58359
13863,238,41607
13864,447,45329
13865,2512,60326
13901,8108,44731
13903,7649,49411
13904,3887,51695
13905,11194,42369
14001,4064,63856
14004,4219,75784
14005,661,68750
14006,4162,55189
14008,581,58073
14009,2381,52369
14011,2783,68938
14012,886,62031
14013,709,57825
14020,9658,53841
14024,604,64583
14025,1539,68482
14026,320,82885
14028,743,57188
14030,738,65000
14031,4187,85930
14032,3132,123021
14033,752,74881
14034,726,52955
14035,30,76053
14036,2080,74418
14037,437,57467
14039,35,59250
14040,712,66105
14042,1630,53074
14043,10981,58931
14047,2523,74031
14048,6311,37238
14051,7991,110733
14052,6816,85409
14054,622,67273
14055,593,68090
14057,3197,73073
14058,753,63672
14059,4155,73940
14060,188,55000
14061,119,44028
14062,1310,53641
14063,5130,55000
14065,635,55707
14066,534,55962
14067,1951,66773
14068,2663,88580
14069,313,57344
14070,2235,45737
14072,8501,80733
14075,18463,73610
14080,1800,67260
14081,1328,46389
14082,219,54625
14085,2628,92611
14086,13231,83668
14091,405,52434
14092,4804,63718
14094,20291,58495
14098,1298,53783
14101,715,55219
14102,455,98646
14103,4618,50244
14105,1827,59421
14108,2227,56862
14111,1314,60000
14113,230,51875
14120,18671,64319
14125,1435,56603
14126,223,68802
14127,12158,90210
14129,548,55000
14130,67,55208
14131,2086,73443
14132,2271,71678
14134,47,88250
14136,1955,55536
14138,729,51066
14139,865,80842
14141,3173,59019
14143,433,68897
14145,746,68917
14150,18818,55951
14167,693,65781
14169,63,31853
14170,1211,77829
14171,768,58667
14172,1290,63788
14174,2285,80907
14201,5592,29554
14202,1769,49954
14203,1104,43173
14204,4146,22500
14206,8957,40751
14207,9326,29250
14208,4178,29292
14209,3837,39447
14210,6088,37380
14211,9420,26739
14212,4617,23882
14213,9148,36471
14214,7928,47122
14215,16710,33788
14216,10378,59346
14217,10921,58096
14218,7965,39918
14219,5546,54316
14220,9564,58671
14221,23245,83824
14222,6556,58957
14223,9798,68042
14224,17826,68937
14225,15260,51378
14226,12826,72388
14227,10201,56671
14228,9334,56585
14301,5574,27550
14302,30,11875
14303,2503,26080
14304,13019,56276
14305,7155,36023
14411,4994,47278
14414,3056,62768
14416,1423,63594
14418,507,42181
14420,7245,55010
14422,923,68431
14423,1831,55018
14424,12118,66066
14425,4905,68503
14427,821,56719
14428,2854,74042
14432,2263,62970
14433,1527,52270
14435,1208,70700
14437,3984,54103
14441,115,52188
14445,3386,52450
14450,17245,88255
14454,3180,46648
14456,7496,52271
14462,185,75313
14464,2807,60460
14466,655,71250
14467,4031,68354
14468,6781,75993
14469,2544,59248
14470,3177,56197
14471,993,65265
14472,3301,97854
14475,163,74821
14476,951,62863
14477,585,65179
14478,257,91821
14479,68,69107
14480,329,48939
14481,735,65781
14482,3406,67500
14485,1603,61716
14486,152,87679
14487,2380,75438
14489,2735,53539
14502,4233,71163
14504,774,54211
14505,2033,63914
14506,556,111800
14507,420,66538
14510,2159,50184
14511,168,54167
14512,1896,56081
14513,5749,48769
14514,2676,67863
14516,955,61915
14517,1232,55288
14519,4998,72312
14521,1008,49185
14522,3911,61536
14525,985,71595
14526,8276,77771
14527,4668,55422
14530,2183,52600
14532,1686,63490
14533,879,56042
14534,11817,121947
14536,270,52857
14541,927,62560
14542,34,54500
14543,1234,95000
14544,729,59141
14545,69,68750
14546,1991,70657
14548,1579,61858
14549,51,50536
14550,629,45208
14551,2039,49004
14555,548,46500
14559,7112,80847
14560,827,62135
14561,1150,71705
14564,6027,98963
14568,2266,86827
14569,2638,55147
14571,565,56172
14572,2035,53351
14580,21825,82999
14585,54,46818
14586,4316,80300
14588,69,88646
14589,2988,61152
14590,2221,52365
14591,616,60469
14592,27,126250
14604,1687,30542
14605,4208,22593
14606,11555,44553
14607,9564,46887
14608,5135,23574
14609,17371,47935
14610,6898,66942
14611,6521,26726
14612,15006,63034
14613,5229,34468
14614,76,67333
14615,7080,42110
14616,11622,52660
14617,9558,69677
14618,8277,100809
14619,5318,42906
14620,11174,45885
14621,12513,27675
14622,5577,56493
14623,8670,51800
14624,14303,71959
14625,4383,86505
14626,12737,67749
14701,16913,41442
14706,2647,57031
14707,62,65500
14708,69,83125
14709,572,47500
14710,1347,61567
14711,674,50000
14712,1316,66250
14714,214,62083
14715,1115,42802
14716,847,37686
14717,282,42292
14718,781,58681
14719,1431,50690
14720,306,34537
14721,75,47813
14723,414,64375
14724,837,52109
14726,599,38631
14727,2269,51139
14728,462,54250
14729,416,65000
14731,537,63641
14732,71,39063
14733,1512,45245
14735,1122,40800
14736,84,54688
14737,1759,45396
14738,1473,49239
14739,1175,42792
14740,470,58409
14741,772,63636
14743,767,39836
14744,434,61458
14747,873,51969
14748,275,26467
14750,2059,58885
14753,504,37692
14754,287,45729
14755,1207,50513
14757,1339,47773
14760,8072,45300
14767,717,54279
14769,430,50658
14770,1208,50050
14772,1610,49779
14774,16,68750
14775,1051,47917
14777,259,46406
14779,2693,34912
14781,820,46875
14782,908,43452
14783,104,34167
14784,390,68125
14787,2132,49383
14801,2008,54167
14802,358,37955
14803,373,48688
14804,590,63500
14805,439,46691
14806,870,52742
14807,1238,55952
14808,232,53625
14809,901,50841
14810,5127,41022
14812,1304,61316
14813,996,47823
14814,740,95227
14815,357,52788
14816,204,64667
14817,995,64056
14818,953,63405
14819,226,42222
14820,302,53929
14821,1367,55950
14822,415,51250
14823,1519,53490
14824,263,42457
14825,289,71544
14826,784,55500
14827,100,65263
14830,8522,58682
14836,337,72750
14837,2175,56771
14838,774,56250
14839,317,55481
14840,1284,57623
14842,309,38750
14843,5196,45981
14845,8503,66643
14846,330,50789
14847,1073,53365
14850,25217,55987
14855,284,51250
14856,137,15605
14858,512,50577
14859,371,57656
14860,547,57644
14861,522,42188
14864,481,75331
14865,1128,43846
14867,2340,55391
14869,497,60721
14870,4111,68706
14871,1931,74570
14872,266,58333
14873,977,49761
14874,118,41667
14877,191,47292
14878,260,79643
14879,853,51411
14880,667,47417
14881,89,81797
14882,1621,82188
14883,1903,55023
14884,131,57250
14885,274,50217
14886,2872,66977
14889,571,61793
14891,1738,49417
14892,3171,42361
14894,463,49464
14895,4297,47120
14897,314,43897
14898,626,49375
14901,5158,32500
14903,3375,60373
14904,6242,47979
14905,3706,60234
15001,13643,55159
15003,5021,50189
15004,166,48370
15005,3959,75574
15006,170,106767
15007,165,67853
15009,6539,63738
15010,11272,60836
15012,6643,65613
15014,1358,42500
15015,486,114063
15017,7144,67058
15018,365,41563
15019,641,46250
15021,3007,60049
15022,4299,48051
15024,3680,71273
15025,6957,60669
15026,1362,69387
15027,1060,58125
15028,86,44375
15030,544,50313
15031,267,53411
15033,2001,35401
15034,896,34667
15035,989,43302
15037,4519,63801
15038,125,78456
15042,3737,62428
15043,792,65500
15044,10333,110767
15045,2033,40823
15046,1045,74350
15047,46,61719
15049,524,47381
15050,1018,71143
15051,245,67321
15052,1334,58305
15053,50,44643
15054,123,32422
15055,591,50801
15056,551,55250
15057,6111,81225
15059,1743,51345
15060,295,54338
15061,5300,55714
15062,3435,43823
15063,4962,57632
15064,107,74219
15065,4978,55299
15066,5534,49806
15067,1047,43730
15068,16327,53845
15071,4854,71467
15074,3508,43091
15076,384,46081
15077,69,71750
15078,184,58452
15081,165,64219
15083,372,49091
15084,4762,45164
15085,3225,64555
15087,51,86103
15088,172,45000
15089,2884,55208
15090,8841,114825
15101,10236,87333
15102,12418,81655
15104,4059,30078
15106,9572,56294
15108,16843,79083
15110,2247,29844
15112,1450,34484
15116,6109,78044
15120,8521,46059
15122,8796,51604
15126,3148,78986
15129,4410,71346
15131,3699,57549
15132,9903,30811
15133,2949,57516
15135,2136,63783
15136,10024,53269
15137,4689,43492
15139,3140,65833
15140,1458,32864
15142,550,165682
15143,8621,97948
15144,1929,54777
15145,3153,37560
15146,12206,68803
15147,8400,53120
15148,1132,31934
15201,6481,66316
15202,10122,51988
15203,5641,53766
15204,3653,41201
15205,10143,58964
15206,14610,49105
15207,4764,45167
15208,4516,37860
15209,5601,60750
15210,10940,39886
15211,5556,57623
15212,13470,47010
15213,10177,22584
15214,6202,47275
15215,5454,73370
15216,10574,63750
15217,11917,76272
15218,6735,58105
15219,5421,24878
15220,8011,74400
15221,16068,43428
15222,2751,97690
15223,3102,55175
15224,5599,48881
15225,565,44875
15226,6288,60167
15227,11603,63107
15228,7195,110045
15229,5855,66164
15232,6357,59110
15233,1502,48088
15234,6298,62106
15235,15088,58109
15236,12574,67276
15237,18286,86599
15238,5417,97650
15239,8552,77518
15241,7751,121118
15243,5551,85655
15301,20464,57722
15310,119,42083
15311,610,81000
15312,1493,70050
15313,136,70625
15314,1605,54539
15315,223,53304
15317,15711,85647
15320,2452,53039
15321,616,73750
15322,770,54524
15323,1776,62286
15324,279,35875
15325,186,28750
15327,644,65682
15329,554,70167
15330,1993,85811
15331,327,39125
15332,3536,66651
15333,827,38389
15334,45,49063
15337,201,75536
15338,660,51161
15340,457,72411
15341,309,54811
15342,2173,69698
15344,525,78125
15345,580,58864
15346,208,50833
15347,301,88125
15348,97,50074
15349,679,60074
15350,170,56136
15351,366,34441
15352,395,47768
15353,52,53750
15357,608,66667
15359,69,84107
15360,695,70938
15362,329,58917
15363,257,64417
15364,286,80000
15366,86,133750
15367,3082,148269
15368,195,35221
15370,4893,53724
15376,680,65208
15377,233,62917
15379,45,58125
15380,247,49219
15401,13289,45942
15410,466,54375
15411,255,53472
15412,233,43839
15417,3533,45781
15419,1605,28424
15420,101,23594
15423,802,58846
15424,902,35714
15425,8432,46240
15427,459,47917
15428,744,60714
15429,169,65134
15430,152,39583
15431,1783,50096
15432,216,42500
15433,355,24477
15434,109,29063
15435,166,64286
15436,1218,43500
15437,876,64074
15438,898,51250
15440,79,62083
15442,857,36404
15444,147,21006
15445,1153,57695
15446,114,43235
15448,69,63317
15449,116,58750
15450,96,120913
15451,449,36445
15456,1255,40781
15458,944,41053
15459,624,57700
15461,1783,33576
15464,596,67656
15466,187,68162
15467,58,47500
15468,926,39706
15469,980,40427
15470,308,70000
15473,1639,62896
15474,794,50000
15475,531,32287
15477,378,51548
15478,2445,55444
15479,852,60385
15480,782,50476
15482,161,39950
15483,199,44191
15486,967,61058
15490,171,59632
15492,43,15859
15501,6425,48398
15520,108,37115
15521,679,47173
15522,4885,53156
15530,2061,56396
15531,1585,46014
15532,65,49583
15533,620,42019
15534,366,50192
15535,879,48688
15536,174,62500
15537,3346,47690
15538,302,54500
15539,153,62788
15540,81,34464
15541,1343,58456
15542,449,50670
15545,1117,47552
15546,131,64958
15547,210,48214
15550,718,49022
15551,312,53958
15552,2300,48852
15554,1086,62910
15555,45,64583
15557,1454,48466
15558,785,50956
15559,792,57692
15560,73,43393
15561,83,46161
15562,61,92083
15563,1243,53398
15564,19,43750
15601,24983,57473
15610,1579,71906
15611,340,32292
15613,5796,58733
15615,155,107014
15617,141,49107
15618,1032,48953
15620,306,42344
15622,613,76250
15623,257,54776
15624,148,92188
15625,45,66042
15626,2503,68050
15627,2710,49551
15628,254,53125
15629,312,47714
15631,468,42024
15632,4140,82381
15634,205,16283
15636,1385,119258
15637,594,72500
15638,104,56939
15639,905,75938
15640,207,84073
15641,231,42132
15642,18353,74752
15644,8585,52522
15646,66,69167
15647,109,83482
15650,11116,59599
15655,99,117944
15656,4299,62235
15658,4033,60725
15660,196,78438
15661,204,76802
15663,227,42813
15666,6780,52385
15668,5107,99931
15670,1400,52957
15671,270,47051
15672,1413,63284
15673,584,48250
15675,319,43973
15677,170,46250
15678,282,52304
15679,1167,59350
15680,62,36607
15681,1846,53523
15683,3420,55326
15684,345,49294
15686,319,61725
15687,480,50577
15688,456,54167
15689,83,85592
15690,3933,46575
15692,519,38160
15695,183,62792
15696,195,63116
15697,1397,52695
15698,318,57188
15701,12697,48419
15710,116,76875
15711,188,59643
15712,74,50357
15713,149,26191
15714,2048,45123
15715,188,41250
15717,4220,58056
15721,83,49464
15722,923,56420
15724,886,47609
15725,665,52361
15727,84,44375
15728,1415,43087
15729,600,51000
15732,624,54250
15734,192,38375
15736,344,60714
15737,30,45833
15738,99,35313
15739,201,58125
15741,28,57500
15742,354,44444
15745,89,62750
15746,57,30694
15747,792,49048
15748,2838,51987
15750,128,32656
15753,177,40521
15754,258,76596
15756,95,36875
15757,633,46691
15759,1143,54563
15760,65,45375
15761,57,39519
15762,333,63359
15764,92,51500
15765,632,68750
15767,5928,44752
15770,90,62500
15771,380,47619
15772,565,44813
15773,182,50469
15774,1112,61389
15775,335,39135
15776,25,34219
15777,48,49167
15778,55,60625
15779,202,60000
15780,69,54063
15781,48,46875
15783,47,52708
15784,29,44464
15801,7656,53414
15821,61,40625
15823,558,53333
15824,2161,51224
15825,3659,53984
15827,106,62500
15828,117,33125
15829,543,58750
15832,126,37917
15834,1957,41705
15840,842,54722
15841,152,39375
15845,1436,50938
15846,1518,63984
15847,146,36875
15848,400,42500
15849,473,44861
15851,2821,43244
15853,2902,52553
15856,381,56964
15857,5848,53255
15860,491,52188
15861,85,31979
15863,102,40357
15864,669,51488
15865,630,39615
15866,92,54583
15868,651,42250
15870,557,55329
15901,2035,14853
15902,5169,31642
15904,6465,60115
15905,8895,54028
15906,4879,31665
15909,2188,50978
15920,319,53917
15921,34,26458
15922,69,36917
15923,669,47083
15924,447,56382
15925,71,47188
15926,1070,51813
15927,500,48750
15928,870,46935
15931,3722,55769
15935,1400,60492
15936,574,51181
15937,299,49656
15938,956,53241
15940,682,75441
15942,819,51458
15943,1568,46071
15944,1244,54128
15945,35,45139
15946,2851,53582
15948,204,56071
15949,211,43938
15952,604,56607
15954,968,47083
15955,868,59327
15956,1186,43158
15957,254,70500
15958,863,68438
15960,177,40125
15961,304,49167
15962,70,75833
15963,4783,43321
16001,17698,55434
16002,6152,68421
16020,462,53958
16022,153,63375
16023,1966,44636
16024,90,86389
16025,2065,72213
16027,95,51458
16028,773,44875
16029,302,54286
16030,117,44375
16033,2613,63813
16034,726,70119
16035,47,92083
16036,90,40500
16037,1841,82536
16038,1370,65345
16040,407,53021
16041,839,52883
16045,425,43125
16046,6229,112750
16048,53,80139
16049,1278,47750
16050,549,61328
16051,1207,54821
16052,1044,65541
16053,1785,82642
16054,181,43021
16055,3177,89909
16056,2159,63072
16057,4764,51347
16059,3379,78573
16061,1046,60962
16063,3228,58885
16066,12090,106274
16101,14108,42090
16102,2325,45048
16105,6692,63924
16110,145,68125
16111,485,39948
16112,650,68929
16113,191,73125
16114,238,53333
16115,1281,63945
16116,1108,50313
16117,7516,52927
16120,939,57457
16121,2205,29897
16123,801,83594
16124,803,51250
16125,6875,50170
16127,5389,61301
16130,893,47216
16131,356,62083
16133,617,61750
16134,1680,45329
16136,370,50278
16137,4361,60132
16140,67,62552
16141,672,46818
16142,2185,60223
16143,1062,53508
16145,1211,52039
16146,6001,32528
16148,7427,56592
16150,3177,53909
16151,52,49375
16153,1033,60089
16154,1031,63882
16155,46,28214
16156,1179,60489
16157,1423,55525
16159,2145,52530
16160,380,43250
16161,343,34125
16201,7300,51571
16210,340,43108
16211,47,41806
16212,155,38750
16213,52,42500
16214,4332,37961
16217,54,37188
16218,408,55000
16222,967,45819
16223,97,30813
16224,466,57857
16226,3389,45168
16228,192,43750
16229,2244,66233
16230,173,44821
16232,1702,45357
16233,512,45114
16235,486,63750
16238,180,62083
16239,573,38506
16240,619,48558
16242,1826,48491
16244,127,61875
16245,97,36875
16246,101,41250
16248,1240,39931
16249,863,55972
16250,187,22356
16253,44,81250
16254,1321,57969
16255,609,51313
16256,496,50455
16258,818,45357
16259,812,50962
16260,184,51000
16262,1182,56731
16263,116,49643
16301,6542,44722
16311,213,54861
16313,781,45913
16314,2181,60042
16316,2424,62045
16317,544,50000
16319,592,57500
16321,31,43438
16322,29,52917
16323,6829,50023
16326,151,48194
16327,1156,54191
16328,99,31313
16329,188,59271
16331,29,65568
16333,142,45000
16334,127,51250
16335,11602,47447
16340,735,55129
16341,780,50000
16342,766,59815
16343,291,53059
16344,178,46250
16345,1496,70303
16346,1467,51139
16347,923,42988
16350,940,46100
16351,688,40461
16352,82,53750
16353,1212,41959
16354,4525,43228
16360,522,56000
16362,405,59219
16364,484,59286
16365,8012,50051
16370,127,46875
16371,1360,44697
16372,206,50263
16373,1336,54324
16374,786,46827
16401,1736,50231
16402,344,57917
16403,2436,57244
16404,1279,47545
16405,322,47222
16406,1239,54306
16407,4648,50319
16410,646,66563
16411,635,63438
16412,4421,60098
16415,3307,96556
16416,69,38162
16417,3071,53165
16420,237,47679
16421,988,75063
16422,154,42500
16423,1761,51583
16424,2005,49770
16426,1485,67340
16427,65,44479
16428,4841,62324
16433,2069,59432
16434,927,43125
16435,704,54022
16436,275,45179
16438,3144,51705
16440,383,57083
16441,3977,68174
16442,1108,64444
16443,504,44878
16501,1333,10874
16502,6689,33833
16503,5627,25121
16504,6384,43050
16505,7492,60731
16506,10170,67371
16507,3725,36358
16508,6887,48956
16509,12107,58614
16510,10107,54002
16511,4916,50114
16601,13430,45465
16602,12576,41517
16611,1025,55573
16613,563,63882
16616,62,30000
16617,1238,61711
16619,134,41071
16620,139,54375
16621,282,65000
16622,72,59000
16623,212,50000
16624,78,68333
16625,1593,45983
16627,860,42589
16630,1917,47820
16633,94,51250
16634,146,53125
16635,5347,57193
16636,336,74722
16637,943,48556
16638,14,78750
16639,624,48558
16640,307,56806
16641,1051,48179
16645,61,59375
16646,902,46979
16647,312,56711
16648,6251,61557
16650,732,46818
16651,1349,47656
16652,5632,49624
16655,597,52196
16656,486,45208
16657,542,56667
16659,96,39808
16661,352,50500
16662,2256,55926
16664,716,54500
16665,127,36607
16666,1219,50893
16667,532,39457
16668,1469,53454
16669,901,55547
16671,186,52321
16672,73,36875
16673,2146,60204
16674,244,49722
16678,1099,48438
16679,326,38333
16680,139,48984
16683,151,63542
16685,69,60625
16686,5553,50610
16689,190,51667
16691,146,42500
16692,276,48750
16693,1509,53413
16694,57,27813
16695,427,63958
16701,7269,47442
16720,507,47431
16724,58,42143
16725,88,49250
16726,279,52614
16727,66,74338
16728,22,74167
16729,380,47167
16730,57,36328
16731,995,51599
16732,136,57500
16733,84,37857
16734,117,48750
16735,2630,46538
16738,608,54265
16740,446,45000
16743,1617,52275
16744,81,45341
16745,230,58833
16746,461,50043
16748,1028,40337
16749,1631,50156
16750,203,48291
16801,18039,47893
16803,10407,60765
16820,403,59531
16821,126,52500
16822,811,50174
16823,10906,62946
16825,114,60061
16826,214,56905
16827,1856,105691
16828,1843,71232
16829,284,49000
16830,5866,47060
16832,162,81250
16833,2208,42958
16834,145,49250
16835,70,63750
16836,447,55515
16837,71,33839
16838,704,49500
16839,236,52692
16840,177,68047
16841,2226,61579
16843,346,27234
16844,1040,68333
16845,324,54375
16848,159,43750
16849,138,40500
16851,264,85833
16852,139,43393
16853,96,28750
16854,272,53250
16858,1409,60417
16859,240,56250
16861,104,39375
16863,261,48980
16865,739,98401
16866,3647,44230
16868,256,50385
16870,2650,98636
16871,18,48333
16872,464,58452
16874,518,62625
16875,1545,56616
16876,113,46250
16877,781,71250
16878,740,51458
16879,175,39271
16881,1022,60164
16882,137,46417
16901,4133,56448
16911,174,60313
16912,845,56838
16914,876,53333
16915,2355,52154
16917,477,48580
16920,785,41477
16921,195,41607
16922,794,41667
16923,566,44531
16925,1299,58787
16926,349,55481
16927,203,41563
16928,522,52500
16929,945,56250
16930,492,51875
16932,331,56607
16933,2733,45929
16935,506,61818
16936,789,53869
16937,71,65625
16938,291,53646
16939,118,51429
16940,89,54028
16941,24,39167
16942,303,42054
16943,219,47188
16946,1010,40625
16947,1758,53659
16948,566,39559
16950,1271,40605
17002,241,55179
17003,4255,70236
17004,1715,46065
17005,135,55139
17006,358,52778
17007,2380,88516
17009,861,55250
17011,13752,77951
17013,14000,60481
17015,8279,79137
17016,355,80208
17017,703,60474
17018,1734,69643
17019,6981,77236
17020,3610,66295
17021,386,42857
17022,11473,71034
17023,1338,54643
17024,705,76076
17025,7291,64430
17026,1543,76703
17027,113,74570
17028,1550,56890
17029,59,47386
17030,310,60714
17032,3240,64035
17033,6492,72219
17034,1104,42222
17035,377,51948
17036,9339,79955
17037,350,48571
17038,3121,63950
17040,978,66638
17041,120,159167
17042,15028,61184
