ZIP_CODE,TOTAL_HOUSEHOLDS,MEDIAN_INCOME
76240,10829,53045
76244,24758,105182
76245,791,41406
76247,4211,90971
76248,13207,138519
76249,2890,75139
76250,419,102917
76251,258,54091
76252,1006,79737
76253,95,55313
76255,2172,42543
76258,2736,65492
76259,1927,82875
76261,116,56250
76262,12919,121352
76264,653,68616
76265,578,45417
76266,5373,73554
76268,85,42917
76270,651,69554
76271,580,75714
76272,1629,67270
76273,3544,65721
76301,6480,29024
76302,5065,45596
76305,1730,64257
76306,5954,45885
76308,8290,53734
76309,5126,48246
76310,7349,67068
76311,639,65272
76351,888,47333
76354,4945,50630
76357,197,51172
76360,1600,36364
76363,169,61563
76364,69,50417
76365,1941,49698
76366,785,51932
76367,3584,63026
76370,118,58750
76371,555,49922
76372,433,46806
76373,63,34861
76374,1656,48214
76377,254,36029
76379,178,61250
76380,1552,41127
76384,4947,44800
76388,107,48047
76389,463,74432
76401,10049,52058
76424,2943,44976
76426,4231,51845
76427,350,50341
76430,923,45268
76431,1281,51707
76432,541,43781
76433,582,72946
76435,206,38125
76436,84,76250
76437,2027,45536
76442,3160,55531
76443,858,35743
76444,1435,45054
76445,131,28320
76446,2524,51563
76448,1900,36250
76449,988,59796
76450,5294,54873
76452,32,75000
76453,570,61583
76454,670,35583
76455,361,53917
76457,1439,39854
76458,2011,49276
76459,110,91250
76460,114,75221
76462,1224,81047
76463,176,37500
76464,256,51667
76469,49,34583
76470,1182,32500
76471,694,37833
76472,643,58591
76474,89,63125
76475,348,41667
76476,978,68333
76481,51,26141
76483,449,38698
76484,356,58571
76486,456,53654
76487,991,67574
76490,47,31563
76501,6293,46280
76502,15369,71393
76504,9107,42340
76511,641,41445
76513,13669,67124
76518,561,48491
76519,145,48508
76520,2833,40771
76522,13651,53547
76524,1113,63770
76525,438,55625
76527,1007,54940
76528,6256,51744
76530,675,55938
76531,1743,54740
76534,1014,60200
76537,1814,79773
76538,360,82500
76539,3182,66736
76541,7564,31167
76542,18194,62751
76543,11847,41081
76544,3319,45179
76548,10234,74436
76549,17895,52933
76550,4956,54423
76554,749,57679
76556,591,52917
76557,1874,64261
76559,2128,55000
76561,372,68571
76565,51,38173
76566,98,61875
76567,3556,51484
76569,812,66111
76570,868,46250
76571,2933,85194
76574,6356,54060
76577,1214,60944
76578,433,70406
76579,1586,63140
76621,355,77125
76622,444,58988
76623,81,66750
76624,727,73405
76626,457,56985
76627,531,62344
76628,27,28125
76629,721,42847
76630,472,77564
76631,193,70781
76632,588,44643
76633,1793,94620
76634,2930,55923
76635,450,38947
76636,574,58889
76637,251,50221
76638,1036,80833
76639,559,43125
76640,1222,41479
76641,578,40357
76642,2528,45761
76643,5425,72077
76645,3746,48095
76648,1055,53575
76649,245,46442
76650,64,54643
76651,1247,56607
76652,519,45216
76653,468,52917
76654,57,27917
76655,2921,97760
76656,712,57292
76657,3379,80525
76660,169,50568
76661,2081,24970
76664,1214,46406
76665,954,49375
76666,91,51528
76667,3814,44241
76670,476,47059
76671,711,48427
76673,460,47717
76676,98,52778
76678,84,40326
76679,530,56354
76681,294,40556
76682,1015,59609
76685,32,53824
76686,84,37500
76687,769,46220
76689,1330,56741
76690,379,38036
76691,2360,63881
76692,4081,51409
76693,514,37500
76701,706,34500
76704,3140,21398
76705,10632,44338
76706,13310,34070
76707,5225,29235
76708,9740,51432
76710,10814,44983
76711,3470,46926
76712,10007,71929
76801,9324,46388
76802,1985,60250
76820,50,155714
76821,1792,44643
76823,1165,48807
76825,2599,48017
76827,171,55313
76828,95,75313
76832,224,37000
76834,2223,45706
76837,562,34844
76842,94,41579
76844,1306,51000
76845,109,66563
76848,31,35125
76849,1467,43231
76852,121,56607
76853,530,57963
76854,163,27019
76856,1501,40170
76857,800,43261
76858,127,34306
76859,950,36059
76861,617,65313
76862,92,63833
76864,301,37543
76866,206,73750
76869,43,30875
76870,95,56875
76871,277,55417
76872,336,56875
76873,41,58098
76875,239,45375
76877,1484,44268
76878,622,51802
76882,103,34875
76884,41,46719
76890,336,63542
76901,11617,57406
76903,11682,37455
76904,14343,66454
76905,4332,59042
76930,41,61250
76932,1092,74342
76933,556,48548
76934,359,52813
76935,565,77829
76936,1075,53229
76941,602,43594
76943,1352,45568
76945,876,42895
76950,1421,54271
76951,458,59868
76955,53,94107
77002,4678,71369
77003,4698,72295
77004,13418,51309
77005,10107,192380
77006,12972,85956
77007,20394,125653
77008,16337,108644
77009,14123,56316
77010,600,"250,000+"
77011,5922,31314
77012,5981,39489
77013,5823,38665
77014,11801,50938
77015,17384,47371
77016,9679,36335
77017,10087,49994
77018,10934,90422
77019,11233,116207
77020,8670,32207
77021,10720,37913
77022,9255,31183
77023,9837,41583
77024,15218,123274
77025,12590,76772
77026,7960,28678
77027,9733,98463
77028,5847,29014
77029,5647,38183
77030,5058,90075
77031,6296,48029
77032,4315,32473
77033,9165,38162
77034,12248,51608
77035,13764,44382
77036,26500,30952
77037,5136,43180
77038,9075,41052
77039,7607,36769
77040,17785,59453
77041,11350,87489
77042,19251,49726
77043,9274,64810
77044,14294,80503
77045,10391,57843
77046,809,87891
77047,10533,67725
77048,6041,41300
77049,10809,62994
77050,1454,48500
77051,6379,30646
77053,8840,50368
77054,13097,50827
77055,15458,55591
77056,11370,108359
77057,20169,62644
77058,7689,55035
77059,5899,139163
77060,14165,31006
77061,8700,41980
77062,9545,95564
77063,18753,46324
77064,16139,71754
77065,14847,57370
77066,10804,61930
77067,10217,43282
77068,3986,83803
77069,8275,67470
77070,20264,66569
77071,10110,48532
77072,17954,41228
77073,13745,50931
77074,12840,42776
77075,12953,54819
77076,10382,38346
77077,27097,65193
77078,4640,40298
77079,12275,91375
77080,15225,48547
77081,18846,33502
77082,22308,51943
77083,22338,54425
77084,35082,64133
77085,5274,57167
77086,7922,48211
77087,11109,39800
77088,17379,42489
77089,17362,69617
77090,15927,39808
77091,9911,36098
77092,13954,39536
77093,12831,31301
77094,3370,178354
77095,24114,92225
77096,12995,65608
77098,8246,91138
77099,17017,40802
77301,10503,46875
77302,6283,77215
77303,6689,55311
77304,13149,64516
77306,4252,50045
77316,8428,103875
77318,6276,61392
77320,9077,51990
77327,7802,42304
77328,4559,53054
77331,3148,43642
77334,123,42950
77335,1202,55516
77336,4569,68596
77338,15062,56638
77339,15735,75080
77340,11268,36604
77345,9347,137519
77346,21444,104829
77351,12140,50318
77354,12327,89489
77355,9634,88042
77356,11675,92378
77357,8062,62321
77358,1943,56250
77359,125,48472
77360,2328,48186
77362,1873,74681
77363,1282,43316
77364,969,32240
77365,11455,79320
77369,232,46064
77371,2532,42348
77372,4420,62245
77373,20588,71424
77375,18153,78164
77376,255,39952
77377,12502,96994
77378,5677,55508
77379,27653,103359
77380,11986,73457
77381,13738,117661
77382,13380,138281
77384,7879,87311
77385,8580,95126
77386,18181,114665
77388,16886,93290
77389,12034,126473
77396,18675,69208
77401,7069,193950
77406,15422,124705
77407,17015,101612
77414,8854,51559
77417,900,44474
77418,4190,60568
77419,460,51852
77420,908,55385
77422,4582,56064
77423,3608,61178
77426,917,72656
77429,28691,107033
77430,752,80889
77433,27222,112468
77434,1602,38482
77435,1573,60250
77437,6167,49090
77441,3942,165603
77442,323,49250
77445,4848,44190
77446,810,24118
77447,5044,76343
77449,37128,78112
77450,24938,96526
77451,20,28333
77453,99,26151
77455,728,56696
77456,529,39926
77457,235,31563
77459,22624,112368
77461,3889,73952
77464,53,59844
77465,2632,44946
77466,229,61193
77469,17216,81374
77470,153,49886
77471,13099,52764
77474,4548,69956
77475,287,68324
77477,12934,59910
77478,9603,92327
77479,29475,140394
77480,2975,60423
77482,835,43060
77484,3581,64846
77485,1560,52328
77486,2636,79231
77488,5365,44400
77489,12388,68646
77493,11074,90861
77494,36575,135943
77498,15286,80748
77502,10809,52081
77503,7752,51312
77504,8878,48455
77505,8177,82628
77506,10698,41804
77510,5237,78828
77511,16203,64932
77514,1908,45714
77515,10831,64778
77517,1907,64680
77518,3546,46063
77519,404,53971
77520,12169,50461
77521,20015,72665
77523,7594,113000
77530,9415,61149
77531,6108,62892
77532,10646,67824
77533,347,44563
77534,816,95890
77535,9877,54638
77536,10663,81960
77538,346,57778
77539,16676,75664
77541,6452,46039
77545,7113,80873
77546,17660,106287
77547,2580,46176
77550,9744,42710
77551,8356,49789
77554,3744,75283
77560,171,97554
77562,3763,59792
77563,4284,68028
77564,714,71121
77565,3796,66282
77566,11238,83782
77568,5671,52441
77571,13217,76864
77573,30260,111609
77575,6173,56172
77577,538,73889
77578,7140,92487
77580,331,139414
77581,17071,92687
77583,9920,78808
77584,30802,107995
77585,338,41944
77586,8752,97181
77587,4737,45241
77590,11366,46992
77591,5572,51659
77598,11244,56809
77611,3055,78449
77612,3367,54876
77613,489,47375
77614,140,16979
77615,316,78929
77616,257,38175
77619,5701,55652
77622,471,88875
77623,224,57833
77625,3413,62925
77627,8709,78367
77629,344,45938
77630,11333,51017
77632,8591,70518
77640,6180,38324
77642,13726,35746
77651,4936,71740
77655,114,55625
77656,6205,52702
77657,7731,71319
77659,1735,68750
77660,322,50568
77662,9832,56345
77664,1020,58354
77665,2140,51989
77701,4717,36857
77702,1295,47917
77703,4841,28906
77705,10451,41844
77706,12602,68750
77707,6778,56655
77708,4952,48846
77713,6173,69723
77801,6027,31665
77802,10888,57114
77803,9690,40903
77807,3518,66959
77808,4579,69147
77830,1186,77821
77831,1166,50090
77833,10163,54748
77835,1143,50781
77836,4526,59847
77837,744,37348
77840,20409,26075
77845,24343,82929
77853,439,48843
77856,1977,50450
77857,331,58068
77859,2471,57624
77861,848,62941
77864,2769,52240
77865,865,63125
77867,47,55250
77868,4659,54352
77871,1127,46250
77872,756,58529
77873,568,44857
77876,33,111250
77878,170,31654
77879,2084,55891
77880,501,68365
77901,14280,43957
77904,10604,76537
77905,5484,72896
77950,82,50682
77951,583,32820
77954,3616,59056
77957,2947,54721
77961,103,100727
77962,1179,66587
77963,2009,52428
77964,3300,53835
77968,1049,83348
77969,73,112361
77970,156,65417
77971,231,87625
77974,125,90625
77975,643,62569
77977,229,29539
77978,268,70455
77979,6220,58877
77982,306,62955
77983,715,54479
77984,1551,67250
77987,88,51786
77988,156,52794
77990,311,46350
77991,71,74095
77993,35,"2,500-"
77995,3902,51264
78002,1765,52598
78003,3750,60116
78004,431,113510
78005,367,83849
78006,12165,85813
78007,60,82500
78008,252,82973
78009,2842,58726
78010,1301,60755
78011,578,39375
78012,96,64118
78013,2157,65757
78014,1984,46667
78015,5274,123182
78016,3606,51991
78017,1020,48038
78019,276,53636
78022,1390,54468
78023,8900,122967
78024,579,54125
78025,1928,52692
78026,2041,48858
78027,88,228030
78028,16856,54785
78039,646,66944
78040,11512,25108
78041,14536,50603
78043,12689,39716
78044,133,44489
78045,19138,75073
78046,16371,37952
78050,203,43819
78052,2062,60880
78055,621,44622
78056,794,113962
78058,400,95761
78059,1813,63186
78061,3076,46184
78063,3641,59758
78064,5189,66067
78065,3456,50533
78066,173,64102
78067,274,120648
78069,1556,51316
78070,5498,89083
78071,1102,42549
78072,189,62250
78073,2160,50929
78075,86,62763
78076,4112,33015
78101,2206,73030
78102,6868,43078
78104,59,69375
78107,155,38672
78108,12246,100271
78109,11599,70242
78112,2279,52761
78113,1241,71469
78114,7641,70840
78117,207,42390
78118,1078,55278
78119,1755,52413
78121,4266,95843
78122,130,46389
78123,987,47917
78124,2433,75211
78125,28,41875
78130,28154,65627
78132,10462,106523
78133,7217,67366
78140,1124,56071
78141,223,55208
78143,47,70150
78145,37,40536
78146,204,60833
78147,591,65313
78148,7716,62759
78151,554,46310
78152,638,79333
78154,14457,80707
78155,17359,58004
78159,390,62905
78160,1567,63719
78161,280,46500
78162,109,33516
78163,4279,122868
78164,1486,53500
78201,16307,37183
78202,3812,28130
78203,1984,32216
78204,4195,40031
78205,1069,36094
78207,15443,27205
78208,1636,24455
78209,17623,73448
78210,12428,38248
78211,8956,39348
78212,10784,47623
78213,16276,45682
78214,7831,35978
78215,1849,74408
78216,17410,50358
78217,13649,46152
78218,12483,42343
78219,5571,37374
78220,5426,30772
78221,11572,43437
78222,7391,50766
78223,18074,42762
78224,5948,46797
78225,4212,35431
78226,2409,30401
78227,14764,39864
78228,18411,42418
78229,14196,40742
78230,18223,62332
78231,3430,92174
78232,15778,73787
78233,17290,54865
78234,948,79167
78235,640,44583
78236,413,80262
78237,10961,31399
78238,9127,50402
78239,8588,61234
78240,23493,56154
78242,9078,42857
78244,9113,62080
78245,21705,69609
78247,17423,79466
78248,5488,119886
78249,20657,66539
78250,18903,71476
78251,20610,65691
78252,2656,60787
78253,12352,101138
78254,16905,89055
78255,4516,124397
78256,4271,91866
78257,3616,77269
78258,16083,105598
78259,9449,90840
78260,8340,115500
78261,5803,93853
78263,1412,78897
78264,2824,50729
78266,2462,122957
78330,309,45313
78332,9355,39979
78336,4051,42691
78340,149,46875
78341,650,42955
78342,101,43565
78343,1594,51400
78344,146,62500
78349,165,52396
78351,123,35938
78352,106,32292
78353,132,36250
78355,2074,28009
78357,954,50114
78358,298,38590
78359,630,46196
78361,1649,33946
78362,3463,64874
78363,10414,43261
78368,3308,40380
78369,128,25000
78370,1528,53644
78371,75,64375
78372,1549,41392
78373,2175,59746
78374,6389,78641
78375,933,49811
78376,196,50724
78377,1221,52625
78379,534,55536
78380,7890,49424
78382,8328,47098
78383,1604,62969
78384,1721,31192
78385,173,39063
78387,3080,46382
78389,601,54886
78390,1810,40298
78391,79,52938
78393,831,50613
78401,1816,28464
78402,156,54375
78404,6853,42260
78405,5243,30284
78406,383,42938
78407,821,43155
78408,4103,34718
78409,993,60469
78410,9632,73481
78411,9949,59148
78412,15172,50222
78413,15002,71271
78414,14959,86650
78415,13284,49011
78416,5193,37710
78417,1275,55693
78418,12122,68109
78419,172,69688
78501,21189,38421
78503,6505,32353
78504,18141,64697
78516,9452,35328
78520,18073,34499
78521,25324,32169
78526,13397,56152
78535,195,49911
78536,129,67917
78537,12520,29959
78538,3155,35077
78539,12203,54158
78541,12997,37639
78542,17350,42332
78543,2399,37728
78549,288,23103
78550,16813,38239
78552,12527,49217
78557,3758,33775
78558,219,48935
78559,3948,37849
78560,1344,41647
78561,179,27014
78562,777,41010
78564,39,41131
78566,4776,48952
78567,142,29250
78569,1190,45185
78570,8886,34195
78572,24530,44206
78573,9865,36638
78574,15548,35429
78575,3455,68873
78576,2508,21230
78577,22111,39849
78578,4384,36147
78579,1416,53347
78580,3756,35089
78582,10636,32104
78583,2482,37070
78584,4988,24504
78585,114,14300
78586,15680,31809
78588,45,36705
78589,10593,38689
78590,81,41375
78592,209,30347
78593,1555,32318
78594,526,28910
78595,1639,30203
78596,18790,41978
78597,1645,45221
78598,53,30313
78602,9315,63592
78605,1966,64769
78606,2031,52594
78608,202,112611
78609,825,55221
78610,12584,80256
78611,4468,58199
78612,3893,69213
78613,26937,104308
78614,248,58947
78615,331,54861
78616,2633,54870
78617,6790,62179
78618,130,66250
78619,1532,132568
78620,6107,108570
78621,6966,72500
78622,106,58864
78623,435,84875
78624,9036,60761
78626,11129,71638
78628,12333,95238
78629,4402,53783
78631,1061,59531
78632,394,87604
78633,11966,80117
78634,10403,84237
78635,150,86389
78636,1530,63836
78638,886,57924
78639,3389,48787
78640,18428,75689
78641,21929,100562
78642,3812,89213
78643,2301,53590
78644,5980,57637
78645,4550,80179
78648,3177,47854
78650,535,60515
78652,2138,86404
78653,7270,73496
78654,7082,54034
78655,987,62386
78656,711,61913
78657,2720,71483
78659,942,65345
78660,30885,88204
78661,125,39531
78662,772,79792
78663,354,91413
78664,20606,75766
78665,14791,95932
78666,29054,44159
78669,4667,121118
78670,47,70938
78672,611,41903
78675,150,31750
78676,5312,77028
78681,17448,107912
78701,6395,122182
78702,9713,65689
78703,9545,108548
78704,25071,75233
78705,8873,20326
78717,10552,112590
78719,428,64167
78721,4208,46591
78722,3260,72428
78723,13527,59197
78724,6776,50625
78725,2775,59949
78726,5877,77384
78727,13557,80758
78728,10008,57590
78729,11898,80742
78730,4059,124063
78731,12537,94851
78732,5867,167604
78733,2932,184500
78734,7751,117604
78735,7609,98906
78736,3678,103287
78737,5621,142411
78738,6216,129907
78739,6695,162274
78741,21664,45835
78742,271,52917
78744,15493,52345
78745,26756,64626
78746,10894,151801
78747,6971,82811
78748,20239,76909
78749,15428,105734
78750,11858,102130
78751,7911,64340
78752,8484,48454
78753,20552,51053
78754,8816,72752
78756,4339,82535
78757,10937,76716
78758,20844,55074
78759,20671,85555
78801,7223,42360
78827,390,29545
78828,83,72925
78829,382,34231
78830,269,24280
78832,1337,26738
78833,532,33684
78834,2409,29115
78836,68,18077
78839,2718,34567
78840,15578,46345
78850,378,60893
78851,25,88264
78852,15986,39548
78861,3982,59111
78870,349,41397
78872,483,29018
78873,652,37045
78877,229,39750
78879,40,66136
78880,635,33229
78881,815,30156
78883,171,58125
78884,420,57262
78885,47,58750
78886,189,43688
78931,151,101528
78932,195,76375
78933,570,61930
78934,2380,53532
78935,398,105234
78938,130,49808
78940,884,57500
78941,935,60625
78942,2965,52637
78944,241,67153
78945,4080,62083
78946,458,53684
78947,1732,64917
78948,268,38654
78949,214,90750
78950,800,54292
78953,377,70069
78954,513,69464
78956,1928,53194
78957,3465,58446
78959,850,41875
78962,1895,62703
78963,356,63657
79001,69,68750
79003,74,75833
79005,597,60625
79007,4529,50680
79009,583,37096
79011,105,71528
79012,519,115481
79013,953,47805
79014,1285,71010
79015,7474,69182
79018,135,59464
79019,646,72981
79021,56,52188
79022,3398,59599
79024,146,56250
79027,1557,48622
79029,5006,58824
79031,482,59500
79032,33,31932
79034,195,55313
79035,1729,57013
79036,1727,56064
79039,378,59792
79040,567,49609
79041,1049,41935
79042,449,46875
79043,517,40223
79044,269,46169
79045,6175,50035
79046,243,54750
79052,436,50729
79054,250,36923
79056,20,76250
79057,493,40104
79059,263,64107
79061,146,68333
79062,58,70000
79063,278,71000
79064,903,46369
79065,7202,50126
79068,1291,86116
79070,3328,50143
79072,8368,48553
79079,1131,43277
79080,197,50089
79081,1333,30579
79082,97,53625
79083,710,43750
79084,742,49750
79086,780,50000
79087,242,63333
79088,1811,36530
79092,404,63636
79095,917,39583
79096,782,52500
79097,311,85139
79098,154,44643
79101,1090,21064
79102,4216,44180
79103,3927,46694
79104,2452,43229
79106,11656,40632
79107,11561,36294
79108,4390,52186
79109,18235,57817
79110,6692,59249
79111,509,65230
79118,7993,75021
79119,6810,85490
79121,2538,84899
79124,3444,97071
79201,2430,43507
79220,75,38958
79225,376,52885
79226,1121,45026
79227,549,43633
79229,160,52500
79230,43,41750
79233,67,31146
79235,1321,47198
79236,74,58333
79237,203,29417
79239,95,24250
79240,22,95625
79241,880,53657
79244,303,51094
79245,943,34604
79247,28,73000
79248,687,31680
79250,536,45000
79252,1240,39438
79255,260,45000
79256,146,42738
79257,343,39688
79258,18,65455
79261,163,41458
79311,1236,49861
79312,354,50625
79313,534,42000
79316,3672,43369
79322,748,38710
79323,2152,70941
79325,755,62625
79329,1117,67404
79330,33,94375
79331,4191,42426
79336,6050,47688
79339,2298,42757
79342,147,92813
79343,554,42206
79345,310,56538
79346,810,38478
79347,2125,52545
79350,134,58750
79351,542,57500
79355,620,60556
79356,1498,48975
79357,755,44097
79358,410,54167
79359,807,47043
79360,4689,62894
79363,1988,62857
79364,3005,47413
79366,432,105000
79367,252,43750
79370,626,39907
79371,548,51667
79372,440,50714
79373,1096,35385
79377,85,58438
79378,68,67500
79379,170,52500
79380,34,38750
79381,519,51477
79382,2778,74413
79401,3302,19900
79403,5713,40911
79404,3284,35106
79407,9475,45542
79410,3929,40465
79411,3015,38466
79412,5640,34948
79413,8461,53079
79414,7702,47585
79415,6579,31680
79416,12939,56028
79423,15129,69818
79424,18856,84450
79501,1081,48412
79502,520,47955
79503,58,68056
79504,1207,60408
79505,81,39375
79506,358,41429
79508,511,66556
79510,2896,50409
79511,486,55278
79512,2011,49583
79517,77,71875
79518,19,128750
79519,29,57750
79520,915,50602
79521,1267,44006
79525,1143,53375
79526,372,51023
79527,97,65625
79528,246,35500
79529,532,45000
79530,214,59783
79532,292,64167
79533,172,51500
79535,88,65000
79536,1970,53388
79538,108,64500
79539,95,68542
79540,42,92917
79543,457,49861
79544,247,32393
79545,656,57813
79546,796,39773
79547,303,25417
79548,84,61250
79549,5458,54272
79553,1430,43629
79556,4571,44840
79560,74,50735
79561,241,50750
79562,1256,84868
79563,374,45446
79565,91,63977
79566,106,38333
79567,1291,38806
79601,7519,39344
79602,8349,68100
79603,8489,41220
79605,11175,48091
79606,10223,64465
79607,687,49948
79701,10006,57064
79703,7887,71382
79705,14807,85259
79706,7594,85772
79707,14497,98015
79713,184,60577
79714,5573,76158
79718,340,43977
79719,189,42708
79720,10537,54479
79730,71,61131
79731,1415,66156
79733,68,70000
79734,1005,53401
79735,3965,48313
79738,78,56364
79739,338,76711
79741,113,39464
79742,179,49063
79743,106,73500
79744,454,69167
79745,2339,60063
79748,81,48438
79749,100,76250
79752,870,47500
79754,30,83750
79755,61,48125
79756,3276,66667
79758,838,97222
79761,11428,55296
79762,15737,66584
79763,11632,54224
79764,7014,58257
79765,5959,99428
79766,2034,53300
79772,3058,55507
79777,94,54360
79778,389,71979
79781,92,53750
79782,1347,62454
79783,87,137596
79788,240,61023
79789,254,70833
79821,1855,37083
79830,3398,47471
79834,106,51250
79835,3315,32388
79836,1723,39440
79837,182,23529
79838,1905,29779
79839,442,30704
79842,210,45769
79843,954,41163
79845,1556,20244
79847,61,53393
79848,382,42689
79849,3363,35607
79851,217,39890
79852,370,34500
79853,717,39635
79855,557,35813
79901,3669,13574
79902,8067,34791
79903,5884,33778
79904,10958,35951
79905,7565,23394
79906,1293,53645
79907,16518,31784
79908,988,62982
79911,2004,104797
79912,28490,60503
79915,12465,31688
79922,2520,78424
79924,20077,43397
79925,14668,47596
79927,11256,36895
79928,15529,55367
79930,10214,37122
79932,8899,67753
79934,9206,71225
79935,6216,55054
79936,35437,54870
79938,23642,58902
80002,8346,63745
80003,14301,66114
80004,14863,78586
80005,11078,107300
80007,4849,147421
80010,13789,42837
80011,16743,51461
80012,18744,56438
80013,24982,80055
80014,17995,58386
80015,22679,102611
80016,19203,123820
80017,12967,64248
80018,4098,105543
80019,952,87672
80020,19767,94439
80021,14971,75879
80022,14919,70557
80023,8365,130454
80024,74,27368
80025,68,129732
80026,12626,85130
80027,12955,109895
80030,6021,52949
80031,13441,82271
80033,11702,55526
80045,564,41250
80101,195,72743
80102,2015,78774
80103,1003,76536
80104,11112,102500
80105,494,63810
80106,2149,111594
80107,4642,106506
80108,9564,142096
80109,7835,125417
80110,9454,59468
80111,12805,110499
80112,13851,94875
80113,10574,68091
80116,1540,113026
80117,1112,88214
80118,2503,134952
80120,13936,71272
80121,7330,101500
80122,12647,103078
80123,19755,83074
80124,8564,110754
80125,3845,132905
80126,15392,128994
80127,16864,113654
80128,14235,95050
80129,11873,118318
80130,9982,125959
80131,141,60694
80132,7210,129009
80133,1056,69500
80134,24572,115031
80135,1528,111176
80136,1789,85504
80137,474,96397
80138,11713,121716
80202,9769,90384
80203,14882,55798
80204,13504,50429
80205,15217,72338
80206,13531,77165
80207,10578,83209
80209,13654,91884
80210,15406,95225
80211,16876,84773
80212,9026,81093
80214,12099,50518
80215,8310,74417
80216,4336,60591
80218,11509,67639
80219,21901,51082
80220,15961,82642
80221,13864,63318
80222,10862,64695
80223,8060,54797
80224,8071,65276
80226,13733,63772
80227,14958,70977
80228,14394,83087
80229,18205,60350
80230,4232,91071
80231,16913,58982
80232,9214,69949
80233,16820,75772
80234,10506,74648
80235,3742,66563
80236,6522,67198
80237,10815,75946
80238,7646,141786
80239,12501,60186
80241,11510,90558
80246,7468,56954
80247,14517,48688
80249,10303,76765
80260,11837,50832
80301,11518,81527
80302,11956,52719
80303,11117,62422
80304,11077,99132
80305,6993,92035
80401,16656,89904
80403,8161,114033
80420,334,44833
80421,3609,78068
80422,2119,77734
80423,55,90885
80424,3465,94440
80425,81,137260
80426,27,45809
80427,442,52188
80428,256,74531
80432,100,63276
80433,3623,109866
80434,22,27000
80435,2330,85109
80436,246,45962
80438,269,35987
80439,10089,113975
80440,951,69276
80442,711,54095
80443,1856,70857
80444,571,56406
80446,1667,68272
80447,953,74809
80449,397,73359
80451,309,58750
80452,1493,58339
80453,41,94519
80454,536,113788
80455,236,44474
80456,302,62045
80457,94,98125
80459,1014,54194
80461,3283,50305
80463,82,84625
80465,6140,107852
80466,1533,76645
80467,979,64267
80468,181,58438
80469,212,56618
80470,1437,96547
80476,84,65625
80478,571,82375
80480,533,54250
80481,196,71250
80482,442,87794
80483,253,70625
80487,6760,83731
80488,60,53889
80497,128,76492
80498,2862,77960
80501,16912,60751
80503,13681,97356
80504,19479,95448
80510,126,112083
80512,790,61757
80513,4816,93294
80514,1928,67292
80515,374,76012
80516,9641,118666
80517,5185,65364
80520,516,70726
80521,13295,48446
80524,14811,63273
80525,22621,73289
80526,18645,67289
80528,7903,103938
80530,1674,79919
80534,6095,101863
80535,1158,62569
80536,904,76328
80537,18330,72120
80538,19710,69455
80540,1765,101569
80542,1565,98064
80543,2571,80083
80545,505,63009
80546,99,77443
80547,783,145264
80549,4307,90456
80550,10820,96907
80601,12796,75675
80602,11628,116500
80603,4453,87490
80610,1238,60938
80611,333,81736
80615,3055,81320
80620,6525,55254
80621,4280,67813
80623,295,62917
80624,368,72353
80631,17409,44097
80634,22632,73400
80640,3572,86687
80642,1796,75864
80643,1247,86567
80644,1035,76103
80645,1592,57198
80648,497,83458
80649,155,67813
80650,565,64917
80651,1499,65739
80653,329,55313
80654,993,58207
80701,5899,57234
80705,455,45823
80720,1085,49311
80721,96,54875
80722,174,56364
80723,2931,46897
80726,197,60250
80727,271,44884
80728,397,51042
80729,250,54792
80731,534,45865
80733,227,68618
80734,1174,51806
80735,145,67981
80736,194,55750
80737,671,49375
80740,57,75469
80741,364,53333
80742,95,53750
80743,488,59583
80744,177,30536
80745,100,39375
80747,153,52344
80749,119,40938
80750,91,53250
80751,6824,53077
80754,71,65625
80755,33,43393
80757,107,41250
80758,1480,53858
80759,1801,52188
80801,89,21903
80802,87,63958
80804,123,31563
80805,187,45536
80807,1776,49675
80808,2165,67813
80809,555,52083
80810,501,50547
80812,107,57917
80813,727,41679
80814,1563,61875
80815,364,55000
80816,2603,63911
80817,10290,64020
80818,154,63906
80819,387,41917
80820,354,90313
80821,379,53807
80822,117,46607
80823,57,48250
80824,98,58333
80825,161,63125
80827,307,68375
80828,789,48219
80829,2758,70132
80830,79,60938
80831,8086,97925
80832,297,49453
80833,271,42734
80834,174,34500
80835,366,52222
80836,437,48558
80840,629,78750
80860,320,45714
80861,102,54500
80862,21,70625
80863,5172,77420
80864,588,52153
80902,2859,48215
80903,7095,44689
80904,10169,53423
80905,7471,49347
80906,15248,68701
80907,12834,50966
80908,6415,110768
80909,16197,45471
80910,12033,39775
80911,11911,66559
80913,85,54732
80914,41,155795
80915,8238,60674
80916,14032,50866
80917,12856,57129
80918,18725,67996
80919,11272,95320
80920,13840,96284
80921,8555,124085
80922,10040,87375
80923,10644,89592
80924,3187,128969
80925,3609,85790
80926,554,61161
80927,1368,108136
80928,410,54891
80930,674,63145
80951,1534,82358
81001,11915,38750
81003,5762,32430
81004,10900,35813
81005,12605,50779
81006,4583,53165
81007,11443,71553
81008,4541,54806
81019,521,42670
81020,440,37031
81021,12,85625
81022,564,46250
81023,502,73333
81024,139,16007
81025,290,47500
81027,75,46250
81029,137,40469
81030,67,50313
81033,53,40625
81036,478,39583
81039,695,42198
81040,193,38165
81041,324,37500
81043,22,21250
81044,146,26406
81045,26,45000
81047,565,41504
81049,114,50729
81050,4230,40307
81052,3689,42533
81054,1357,29214
