DMV_ID,DMV_Snapshot_Date,Zip_code,VIN_Prefix,Registration_Valid_Date,State_Code,EV_Make_Model
3,DMV Direct (1/27/2020),48042,1FADP5FU,7/16/2019,MI,Ford C-Max Energi
3,DMV Direct (1/27/2020),48326,WA1VABGE,7/16/2019,MI,Audi e-tron
3,DMV Direct (1/27/2020),48069,1FADP5EU,7/16/2019,MI,Ford C-Max Energi
3,DMV Direct (1/27/2020),48073,5YJ3E1EA,7/16/2019,MI,Tesla Model 3
3,DMV Direct (1/27/2020),48326,WA1VABGE,7/16/2019,MI,Audi e-tron
3,DMV Direct (1/27/2020),49015,5YJ3E1EB,7/16/2019,MI,Tesla Model 3
3,DMV Direct (1/27/2020),48444,1G1FX6S0,7/16/2019,MI,Chevrolet Bolt EV
3,DMV Direct (1/27/2020),49424,1G6RS1E4,7/16/2019,MI,Cadillac ELR
3,DMV Direct (1/27/2020),48306,5YJSA1E4,7/16/2019,MI,Tesla Model S
3,DMV Direct (1/27/2020),48348,1FADP5CU,7/16/2019,MI,Ford C-Max Energi
3,DMV Direct (1/27/2020),48374,YV4BC0PL,7/16/2019,MI,Volvo XC90 Plug In
3,DMV Direct (1/27/2020),48390,WP1AE2A2,7/16/2019,MI,Porsche Cayenne S E-Hybrid
3,DMV Direct (1/27/2020),48187,3FA6P0SU,7/16/2019,MI,Ford Fusion Energi
3,DMV Direct (1/27/2020),48154,1FADP5CU,7/16/2019,MI,Ford C-Max Energi
3,DMV Direct (1/27/2020),48326,WA1VAAGE,7/16/2019,MI,Audi e-tron
3,DMV Direct (1/27/2020),49201,1G1RA6E4,7/16/2019,MI,Chevrolet Volt
3,DMV Direct (1/27/2020),49080,1G1RB6S5,7/16/2019,MI,Chevrolet Volt
