,Zip_Code,County_Name,State_Code,County_Code
0,36003,Autauga County,AL,1001
1,36006,Autauga County,AL,1001
2,36067,Autauga County,AL,1001
3,36066,Autauga County,AL,1001
4,36703,Autauga County,AL,1001
5,36701,Autauga County,AL,1001
6,36091,Autauga County,AL,1001
7,36051,Autauga County,AL,1001
8,36068,Autauga County,AL,1001
9,36008,Autauga County,AL,1001
10,36022,Autauga County,AL,1001
11,36749,Autauga County,AL,1001
12,36758,Autauga County,AL,1001
13,36550,Baldwin County,AL,1003
14,36551,Baldwin County,AL,1003
15,36527,Baldwin County,AL,1003
16,36577,Baldwin County,AL,1003
17,36559,Baldwin County,AL,1003
18,36536,Baldwin County,AL,1003
19,36576,Baldwin County,AL,1003
20,36579,Baldwin County,AL,1003
21,36502,Baldwin County,AL,1003
22,36578,Baldwin County,AL,1003
23,36533,Baldwin County,AL,1003
24,36564,Baldwin County,AL,1003
25,36561,Baldwin County,AL,1003
26,36580,Baldwin County,AL,1003
27,36535,Baldwin County,AL,1003
28,36547,Baldwin County,AL,1003
29,36549,Baldwin County,AL,1003
30,36530,Baldwin County,AL,1003
31,36562,Baldwin County,AL,1003
32,36532,Baldwin County,AL,1003
33,36526,Baldwin County,AL,1003
34,36555,Baldwin County,AL,1003
35,36511,Baldwin County,AL,1003
36,36567,Baldwin County,AL,1003
37,36574,Baldwin County,AL,1003
38,36480,Baldwin County,AL,1003
39,36507,Baldwin County,AL,1003
40,36542,Baldwin County,AL,1003
41,36017,Barbour County,AL,1005
42,36016,Barbour County,AL,1005
43,36311,Barbour County,AL,1005
44,36374,Barbour County,AL,1005
45,36048,Barbour County,AL,1005
46,36053,Barbour County,AL,1005
47,36317,Barbour County,AL,1005
48,36027,Barbour County,AL,1005
49,36072,Barbour County,AL,1005
50,35035,Bibb County,AL,1007
51,35034,Bibb County,AL,1007
52,36750,Bibb County,AL,1007
53,35115,Bibb County,AL,1007
54,35188,Bibb County,AL,1007
55,36793,Bibb County,AL,1007
56,35074,Bibb County,AL,1007
57,35042,Bibb County,AL,1007
58,35111,Bibb County,AL,1007
59,35184,Bibb County,AL,1007
60,36792,Bibb County,AL,1007
61,35456,Bibb County,AL,1007
62,35031,Blount County,AL,1009
63,35121,Blount County,AL,1009
64,35063,Blount County,AL,1009
65,35016,Blount County,AL,1009
66,35079,Blount County,AL,1009
67,35097,Blount County,AL,1009
68,35133,Blount County,AL,1009
69,35957,Blount County,AL,1009
70,35126,Blount County,AL,1009
71,35049,Blount County,AL,1009
72,35172,Blount County,AL,1009
73,35952,Blount County,AL,1009
74,35180,Blount County,AL,1009
75,35146,Blount County,AL,1009
76,35976,Blount County,AL,1009
77,35980,Blount County,AL,1009
78,35013,Blount County,AL,1009
79,36830,Bullock County,AL,1011
80,36031,Bullock County,AL,1011
81,36089,Bullock County,AL,1011
82,36029,Bullock County,AL,1011
83,36081,Bullock County,AL,1011
84,36860,Bullock County,AL,1011
85,36053,Bullock County,AL,1011
86,36005,Bullock County,AL,1011
87,36052,Bullock County,AL,1011
88,36037,Butler County,AL,1013
89,36033,Butler County,AL,1013
90,36032,Butler County,AL,1013
91,36456,Butler County,AL,1013
92,36474,Butler County,AL,1013
93,36030,Butler County,AL,1013
94,36042,Butler County,AL,1013
95,36071,Butler County,AL,1013
96,36015,Butler County,AL,1013
97,36206,Calhoun County,AL,1015
98,36204,Calhoun County,AL,1015
99,35096,Calhoun County,AL,1015
100,36279,Calhoun County,AL,1015
101,36205,Calhoun County,AL,1015
102,36260,Calhoun County,AL,1015
103,36271,Calhoun County,AL,1015
104,36272,Calhoun County,AL,1015
105,36201,Calhoun County,AL,1015
106,36203,Calhoun County,AL,1015
107,36207,Calhoun County,AL,1015
108,36265,Calhoun County,AL,1015
109,36202,Calhoun County,AL,1015
110,36257,Calhoun County,AL,1015
111,36253,Calhoun County,AL,1015
112,36254,Calhoun County,AL,1015
113,35905,Calhoun County,AL,1015
114,36250,Calhoun County,AL,1015
115,36277,Calhoun County,AL,1015
116,36852,Chambers County,AL,1017
117,36855,Chambers County,AL,1017
118,36879,Chambers County,AL,1017
119,36274,Chambers County,AL,1017
120,36862,Chambers County,AL,1017
121,36863,Chambers County,AL,1017
122,36801,Chambers County,AL,1017
123,36854,Chambers County,AL,1017
124,36276,Chambers County,AL,1017
125,36850,Chambers County,AL,1017
126,35973,Cherokee County,AL,1019
127,35959,Cherokee County,AL,1019
128,35901,Cherokee County,AL,1019
129,35984,Cherokee County,AL,1019
130,36272,Cherokee County,AL,1019
131,35967,Cherokee County,AL,1019
132,35961,Cherokee County,AL,1019
133,35903,Cherokee County,AL,1019
134,36275,Cherokee County,AL,1019
135,35960,Cherokee County,AL,1019
136,35983,Cherokee County,AL,1019
137,36006,Chilton County,AL,1021
138,35115,Chilton County,AL,1021
139,35040,Chilton County,AL,1021
140,36790,Chilton County,AL,1021
141,36758,Chilton County,AL,1021
142,36793,Chilton County,AL,1021
143,36750,Chilton County,AL,1021
144,36051,Chilton County,AL,1021
145,35046,Chilton County,AL,1021
146,35045,Chilton County,AL,1021
147,35171,Chilton County,AL,1021
148,36792,Chilton County,AL,1021
149,35085,Chilton County,AL,1021
150,36091,Chilton County,AL,1021
151,36908,Choctaw County,AL,1023
152,36913,Choctaw County,AL,1023
153,36919,Choctaw County,AL,1023
154,36921,Choctaw County,AL,1023
155,36904,Choctaw County,AL,1023
156,36912,Choctaw County,AL,1023
157,36910,Choctaw County,AL,1023
158,36916,Choctaw County,AL,1023
159,36922,Choctaw County,AL,1023
160,36558,Choctaw County,AL,1023
161,36915,Choctaw County,AL,1023
162,36436,Clarke County,AL,1025
163,36751,Clarke County,AL,1025
164,36446,Clarke County,AL,1025
165,36524,Clarke County,AL,1025
166,36784,Clarke County,AL,1025
167,36451,Clarke County,AL,1025
168,36540,Clarke County,AL,1025
169,36482,Clarke County,AL,1025
170,36727,Clarke County,AL,1025
171,36782,Clarke County,AL,1025
172,36545,Clarke County,AL,1025
173,36251,Clay County,AL,1027
174,36267,Clay County,AL,1027
175,35082,Clay County,AL,1027
176,35160,Clay County,AL,1027
177,35072,Clay County,AL,1027
178,35089,Clay County,AL,1027
179,36266,Clay County,AL,1027
180,36255,Clay County,AL,1027
181,36256,Clay County,AL,1027
182,36258,Clay County,AL,1027
183,36276,Clay County,AL,1027
184,36268,Clay County,AL,1027
185,36273,Cleburne County,AL,1029
186,36269,Cleburne County,AL,1029
187,36207,Cleburne County,AL,1029
188,36268,Cleburne County,AL,1029
189,36258,Cleburne County,AL,1029
190,36262,Cleburne County,AL,1029
191,36261,Cleburne County,AL,1029
192,36264,Cleburne County,AL,1029
193,36272,Cleburne County,AL,1029
194,36322,Coffee County,AL,1031
195,36453,Coffee County,AL,1031
196,36079,Coffee County,AL,1031
197,36351,Coffee County,AL,1031
198,36477,Coffee County,AL,1031
199,36346,Coffee County,AL,1031
200,36311,Coffee County,AL,1031
201,36010,Coffee County,AL,1031
202,36318,Coffee County,AL,1031
203,36034,Coffee County,AL,1031
204,36316,Coffee County,AL,1031
205,36009,Coffee County,AL,1031
206,36330,Coffee County,AL,1031
207,36323,Coffee County,AL,1031
208,36467,Coffee County,AL,1031
209,36360,Coffee County,AL,1031
210,35616,Colbert County,AL,1033
211,35654,Colbert County,AL,1033
212,35646,Colbert County,AL,1033
213,35653,Colbert County,AL,1033
214,35582,Colbert County,AL,1033
215,35674,Colbert County,AL,1033
216,35661,Colbert County,AL,1033
217,35672,Colbert County,AL,1033
218,35660,Colbert County,AL,1033
219,36471,Conecuh County,AL,1035
220,36330,Conecuh County,AL,1035
221,36426,Conecuh County,AL,1035
222,36454,Conecuh County,AL,1035
223,36460,Conecuh County,AL,1035
224,36401,Conecuh County,AL,1035
225,36442,Conecuh County,AL,1035
226,36473,Conecuh County,AL,1035
227,36502,Conecuh County,AL,1035
228,36475,Conecuh County,AL,1035
229,36456,Conecuh County,AL,1035
230,36432,Conecuh County,AL,1035
231,36474,Conecuh County,AL,1035
232,36421,Conecuh County,AL,1035
233,36033,Conecuh County,AL,1035
234,35151,Coosa County,AL,1037
235,35150,Coosa County,AL,1037
236,36026,Coosa County,AL,1037
237,36080,Coosa County,AL,1037
238,35046,Coosa County,AL,1037
239,35089,Coosa County,AL,1037
240,35136,Coosa County,AL,1037
241,35072,Coosa County,AL,1037
242,35010,Coosa County,AL,1037
243,35183,Coosa County,AL,1037
244,36420,Covington County,AL,1039
245,36421,Covington County,AL,1039
246,36453,Covington County,AL,1039
247,36483,Covington County,AL,1039
248,36455,Covington County,AL,1039
249,36476,Covington County,AL,1039
250,36467,Covington County,AL,1039
251,36474,Covington County,AL,1039
252,36038,Covington County,AL,1039
253,36401,Covington County,AL,1039
254,36028,Covington County,AL,1039
255,36477,Covington County,AL,1039
256,36442,Covington County,AL,1039
257,36456,Covington County,AL,1039
258,36037,Crenshaw County,AL,1041
259,36035,Crenshaw County,AL,1041
260,36009,Crenshaw County,AL,1041
261,36071,Crenshaw County,AL,1041
262,36049,Crenshaw County,AL,1041
263,36028,Crenshaw County,AL,1041
264,36036,Crenshaw County,AL,1041
265,36041,Crenshaw County,AL,1041
266,36034,Crenshaw County,AL,1041
267,36046,Crenshaw County,AL,1041
268,36042,Crenshaw County,AL,1041
269,36467,Crenshaw County,AL,1041
270,36323,Crenshaw County,AL,1041
271,35057,Cullman County,AL,1043
272,35087,Cullman County,AL,1043
273,35033,Cullman County,AL,1043
274,35058,Cullman County,AL,1043
275,35056,Cullman County,AL,1043
276,35179,Cullman County,AL,1043
277,35622,Cullman County,AL,1043
278,35053,Cullman County,AL,1043
279,35098,Cullman County,AL,1043
280,35619,Cullman County,AL,1043
281,35541,Cullman County,AL,1043
282,35670,Cullman County,AL,1043
283,35077,Cullman County,AL,1043
284,35016,Cullman County,AL,1043
285,35621,Cullman County,AL,1043
286,35540,Cullman County,AL,1043
287,35976,Cullman County,AL,1043
288,35083,Cullman County,AL,1043
289,35070,Cullman County,AL,1043
290,35019,Cullman County,AL,1043
291,35055,Cullman County,AL,1043
292,36322,Dale County,AL,1045
293,36303,Dale County,AL,1045
294,36353,Dale County,AL,1045
295,36345,Dale County,AL,1045
296,36374,Dale County,AL,1045
297,36360,Dale County,AL,1045
298,36317,Dale County,AL,1045
299,36371,Dale County,AL,1045
300,36350,Dale County,AL,1045
301,36362,Dale County,AL,1045
302,36311,Dale County,AL,1045
303,36330,Dale County,AL,1045
304,36361,Dale County,AL,1045
305,36352,Dale County,AL,1045
306,36761,Dallas County,AL,1047
307,36767,Dallas County,AL,1047
308,36701,Dallas County,AL,1047
309,36773,Dallas County,AL,1047
310,36758,Dallas County,AL,1047
311,36785,Dallas County,AL,1047
312,36759,Dallas County,AL,1047
313,36749,Dallas County,AL,1047
314,36703,Dallas County,AL,1047
315,36775,Dallas County,AL,1047
316,35962,DeKalb County,AL,1049
317,35968,DeKalb County,AL,1049
318,35765,DeKalb County,AL,1049
319,35984,DeKalb County,AL,1049
320,35986,DeKalb County,AL,1049
321,35983,DeKalb County,AL,1049
322,35971,DeKalb County,AL,1049
323,35959,DeKalb County,AL,1049
324,35956,DeKalb County,AL,1049
325,35989,DeKalb County,AL,1049
326,35988,DeKalb County,AL,1049
327,35771,DeKalb County,AL,1049
328,35957,DeKalb County,AL,1049
329,35978,DeKalb County,AL,1049
330,35966,DeKalb County,AL,1049
331,35963,DeKalb County,AL,1049
332,35979,DeKalb County,AL,1049
333,35975,DeKalb County,AL,1049
334,35967,DeKalb County,AL,1049
335,35974,DeKalb County,AL,1049
336,35951,DeKalb County,AL,1049
337,35981,DeKalb County,AL,1049
338,35961,DeKalb County,AL,1049
339,35954,DeKalb County,AL,1049
340,35010,Elmore County,AL,1051
341,36054,Elmore County,AL,1051
342,35136,Elmore County,AL,1051
343,36051,Elmore County,AL,1051
344,36022,Elmore County,AL,1051
345,36066,Elmore County,AL,1051
346,36080,Elmore County,AL,1051
347,36024,Elmore County,AL,1051
348,36026,Elmore County,AL,1051
349,36025,Elmore County,AL,1051
350,36020,Elmore County,AL,1051
351,36067,Elmore County,AL,1051
352,36093,Elmore County,AL,1051
353,36078,Elmore County,AL,1051
354,36092,Elmore County,AL,1051
355,36420,Escambia County,AL,1053
356,36483,Escambia County,AL,1053
357,36543,Escambia County,AL,1053
358,36441,Escambia County,AL,1053
359,36502,Escambia County,AL,1053
360,36562,Escambia County,AL,1053
361,36426,Escambia County,AL,1053
362,36432,Escambia County,AL,1053
363,36475,Escambia County,AL,1053
364,36503,Escambia County,AL,1053
365,35902,Etowah County,AL,1055
366,35905,Etowah County,AL,1055
367,35906,Etowah County,AL,1055
368,35954,Etowah County,AL,1055
369,35956,Etowah County,AL,1055
370,35957,Etowah County,AL,1055
371,35903,Etowah County,AL,1055
372,35972,Etowah County,AL,1055
373,35952,Etowah County,AL,1055
374,36272,Etowah County,AL,1055
375,35990,Etowah County,AL,1055
376,35904,Etowah County,AL,1055
377,35901,Etowah County,AL,1055
378,35121,Etowah County,AL,1055
379,35907,Etowah County,AL,1055
380,35961,Etowah County,AL,1055
381,36271,Etowah County,AL,1055
382,35574,Fayette County,AL,1057
383,35594,Fayette County,AL,1057
384,35545,Fayette County,AL,1057
385,35546,Fayette County,AL,1057
386,35554,Fayette County,AL,1057
387,35555,Fayette County,AL,1057
388,35579,Fayette County,AL,1057
389,35549,Fayette County,AL,1057
390,35563,Fayette County,AL,1057
391,35559,Fayette County,AL,1057
392,35542,Fayette County,AL,1057
393,35616,Franklin County,AL,1059
394,35654,Franklin County,AL,1059
395,35593,Franklin County,AL,1059
396,35585,Franklin County,AL,1059
397,35582,Franklin County,AL,1059
398,35571,Franklin County,AL,1059
399,35565,Franklin County,AL,1059
400,35581,Franklin County,AL,1059
401,35653,Franklin County,AL,1059
402,35674,Franklin County,AL,1059
403,35564,Franklin County,AL,1059
404,36344,Geneva County,AL,1061
405,36313,Geneva County,AL,1061
406,36453,Geneva County,AL,1061
407,36375,Geneva County,AL,1061
408,36318,Geneva County,AL,1061
409,36322,Geneva County,AL,1061
410,36477,Geneva County,AL,1061
411,36340,Geneva County,AL,1061
412,36352,Geneva County,AL,1061
413,36316,Geneva County,AL,1061
414,36301,Geneva County,AL,1061
415,36314,Geneva County,AL,1061
416,36442,Geneva County,AL,1061
417,36305,Geneva County,AL,1061
418,36349,Geneva County,AL,1061
419,35462,Greene County,AL,1063
420,35491,Greene County,AL,1063
421,35469,Greene County,AL,1063
422,35480,Greene County,AL,1063
423,35443,Greene County,AL,1063
424,35464,Greene County,AL,1063
425,36740,Greene County,AL,1063
426,35463,Greene County,AL,1063
427,35448,Greene County,AL,1063
428,35441,Hale County,AL,1065
429,36765,Hale County,AL,1065
430,36738,Hale County,AL,1065
431,36744,Hale County,AL,1065
432,36786,Hale County,AL,1065
433,36756,Hale County,AL,1065
434,35474,Hale County,AL,1065
435,36776,Hale County,AL,1065
436,36742,Hale County,AL,1065
437,36303,Henry County,AL,1067
438,36319,Henry County,AL,1067
439,36350,Henry County,AL,1067
440,36353,Henry County,AL,1067
441,36345,Henry County,AL,1067
442,36373,Henry County,AL,1067
443,36310,Henry County,AL,1067
444,36317,Henry County,AL,1067
445,36305,Houston County,AL,1069
446,36345,Houston County,AL,1069
447,36321,Houston County,AL,1069
448,36301,Houston County,AL,1069
449,36352,Houston County,AL,1069
450,36343,Houston County,AL,1069
451,36319,Houston County,AL,1069
452,36320,Houston County,AL,1069
453,36350,Houston County,AL,1069
454,36303,Houston County,AL,1069
455,36312,Houston County,AL,1069
456,36370,Houston County,AL,1069
457,36302,Houston County,AL,1069
458,36376,Houston County,AL,1069
459,36375,Houston County,AL,1069
460,35772,Jackson County,AL,1071
461,35744,Jackson County,AL,1071
462,35978,Jackson County,AL,1071
463,35769,Jackson County,AL,1071
464,35748,Jackson County,AL,1071
465,35768,Jackson County,AL,1071
466,35752,Jackson County,AL,1071
467,35771,Jackson County,AL,1071
468,35766,Jackson County,AL,1071
469,35765,Jackson County,AL,1071
470,35776,Jackson County,AL,1071
471,35755,Jackson County,AL,1071
472,35764,Jackson County,AL,1071
473,35966,Jackson County,AL,1071
474,35958,Jackson County,AL,1071
475,35746,Jackson County,AL,1071
476,35979,Jackson County,AL,1071
477,35774,Jackson County,AL,1071
478,35740,Jackson County,AL,1071
479,35745,Jackson County,AL,1071
480,35751,Jackson County,AL,1071
481,35212,Jefferson County,AL,1073
482,35215,Jefferson County,AL,1073
483,35173,Jefferson County,AL,1073
484,35205,Jefferson County,AL,1073
485,35180,Jefferson County,AL,1073
486,35232,Jefferson County,AL,1073
487,35218,Jefferson County,AL,1073
488,35444,Jefferson County,AL,1073
489,35048,Jefferson County,AL,1073
490,35254,Jefferson County,AL,1073
491,35181,Jefferson County,AL,1073
492,35079,Jefferson County,AL,1073
493,35294,Jefferson County,AL,1073
494,35133,Jefferson County,AL,1073
495,35130,Jefferson County,AL,1073
496,35208,Jefferson County,AL,1073
497,35224,Jefferson County,AL,1073
498,35202,Jefferson County,AL,1073
499,35209,Jefferson County,AL,1073
500,35235,Jefferson County,AL,1073
501,35091,Jefferson County,AL,1073
502,35172,Jefferson County,AL,1073
503,35126,Jefferson County,AL,1073
504,35061,Jefferson County,AL,1073
505,35207,Jefferson County,AL,1073
506,35211,Jefferson County,AL,1073
507,35217,Jefferson County,AL,1073
508,35219,Jefferson County,AL,1073
509,35116,Jefferson County,AL,1073
510,35062,Jefferson County,AL,1073
511,35127,Jefferson County,AL,1073
512,35210,Jefferson County,AL,1073
513,35214,Jefferson County,AL,1073
514,35222,Jefferson County,AL,1073
515,35006,Jefferson County,AL,1073
516,35023,Jefferson County,AL,1073
517,35022,Jefferson County,AL,1073
518,35243,Jefferson County,AL,1073
519,35244,Jefferson County,AL,1073
520,35236,Jefferson County,AL,1073
521,35270,Jefferson County,AL,1073
522,35295,Jefferson County,AL,1073
523,35119,Jefferson County,AL,1073
524,35015,Jefferson County,AL,1073
525,35139,Jefferson County,AL,1073
526,35111,Jefferson County,AL,1073
527,35073,Jefferson County,AL,1073
528,35117,Jefferson County,AL,1073
529,35216,Jefferson County,AL,1073
530,35223,Jefferson County,AL,1073
531,35020,Jefferson County,AL,1073
532,35242,Jefferson County,AL,1073
533,35234,Jefferson County,AL,1073
534,35231,Jefferson County,AL,1073
535,35220,Jefferson County,AL,1073
536,35229,Jefferson County,AL,1073
537,35123,Jefferson County,AL,1073
538,35060,Jefferson County,AL,1073
539,35293,Jefferson County,AL,1073
540,35206,Jefferson County,AL,1073
541,35226,Jefferson County,AL,1073
542,35213,Jefferson County,AL,1073
543,35228,Jefferson County,AL,1073
544,35063,Jefferson County,AL,1073
545,35255,Jefferson County,AL,1073
546,35146,Jefferson County,AL,1073
547,35249,Jefferson County,AL,1073
548,35064,Jefferson County,AL,1073
549,35005,Jefferson County,AL,1073
550,35021,Jefferson County,AL,1073
551,35036,Jefferson County,AL,1073
552,35285,Jefferson County,AL,1073
553,35080,Jefferson County,AL,1073
554,35094,Jefferson County,AL,1073
555,35068,Jefferson County,AL,1073
556,35071,Jefferson County,AL,1073
557,35118,Jefferson County,AL,1073
558,35204,Jefferson County,AL,1073
559,35203,Jefferson County,AL,1073
560,35221,Jefferson County,AL,1073
561,35201,Jefferson County,AL,1073
562,35233,Jefferson County,AL,1073
563,35266,Jefferson County,AL,1073
564,35259,Jefferson County,AL,1073
565,35260,Jefferson County,AL,1073
566,35253,Jefferson County,AL,1073
567,35261,Jefferson County,AL,1073
568,35148,Jefferson County,AL,1073
569,35142,Jefferson County,AL,1073
570,35586,Lamar County,AL,1075
571,35574,Lamar County,AL,1075
572,35544,Lamar County,AL,1075
573,35552,Lamar County,AL,1075
574,35576,Lamar County,AL,1075
575,35592,Lamar County,AL,1075
576,35555,Lamar County,AL,1075
577,35570,Lamar County,AL,1075
578,35563,Lamar County,AL,1075
579,35677,Lauderdale County,AL,1077
580,35614,Lauderdale County,AL,1077
581,35617,Lauderdale County,AL,1077
582,35633,Lauderdale County,AL,1077
583,35648,Lauderdale County,AL,1077
584,35630,Lauderdale County,AL,1077
585,35634,Lauderdale County,AL,1077
586,35652,Lauderdale County,AL,1077
587,35631,Lauderdale County,AL,1077
588,35645,Lauderdale County,AL,1077
589,35610,Lauderdale County,AL,1077
590,35632,Lauderdale County,AL,1077
591,35650,Lawrence County,AL,1079
592,35672,Lawrence County,AL,1079
593,35643,Lawrence County,AL,1079
594,35651,Lawrence County,AL,1079
595,35603,Lawrence County,AL,1079
596,35618,Lawrence County,AL,1079
597,35654,Lawrence County,AL,1079
598,35673,Lawrence County,AL,1079
599,35619,Lawrence County,AL,1079
600,36865,Lee County,AL,1081
601,36832,Lee County,AL,1081
602,36804,Lee County,AL,1081
603,36849,Lee County,AL,1081
604,36867,Lee County,AL,1081
605,36801,Lee County,AL,1081
606,36831,Lee County,AL,1081
607,36877,Lee County,AL,1081
608,36852,Lee County,AL,1081
609,36830,Lee County,AL,1081
610,36854,Lee County,AL,1081
611,36874,Lee County,AL,1081
612,36866,Lee County,AL,1081
613,36870,Lee County,AL,1081
614,36850,Lee County,AL,1081
615,36879,Lee County,AL,1081
616,36803,Lee County,AL,1081
617,35611,Limestone County,AL,1083
618,35612,Limestone County,AL,1083
619,35739,Limestone County,AL,1083
620,35749,Limestone County,AL,1083
621,35613,Limestone County,AL,1083
622,35610,Limestone County,AL,1083
623,35652,Limestone County,AL,1083
624,35649,Limestone County,AL,1083
625,35757,Limestone County,AL,1083
626,35671,Limestone County,AL,1083
627,35620,Limestone County,AL,1083
628,35742,Limestone County,AL,1083
629,35773,Limestone County,AL,1083
630,35647,Limestone County,AL,1083
631,35615,Limestone County,AL,1083
632,35756,Limestone County,AL,1083
633,35614,Limestone County,AL,1083
634,36047,Lowndes County,AL,1085
635,36775,Lowndes County,AL,1085
636,36040,Lowndes County,AL,1085
637,36761,Lowndes County,AL,1085
638,36752,Lowndes County,AL,1085
639,36785,Lowndes County,AL,1085
640,36043,Lowndes County,AL,1085
641,36032,Lowndes County,AL,1085
642,36701,Lowndes County,AL,1085
643,36830,Macon County,AL,1087
644,36866,Macon County,AL,1087
645,36832,Macon County,AL,1087
646,36013,Macon County,AL,1087
647,36075,Macon County,AL,1087
648,36083,Macon County,AL,1087
649,36088,Macon County,AL,1087
650,36804,Macon County,AL,1087
651,36078,Macon County,AL,1087
652,36029,Macon County,AL,1087
653,36039,Macon County,AL,1087
654,36089,Macon County,AL,1087
655,36860,Macon County,AL,1087
656,36879,Macon County,AL,1087
657,36087,Macon County,AL,1087
658,35806,Madison County,AL,1089
659,35807,Madison County,AL,1089
660,35897,Madison County,AL,1089
661,35750,Madison County,AL,1089
662,35814,Madison County,AL,1089
663,35899,Madison County,AL,1089
664,35893,Madison County,AL,1089
665,35810,Madison County,AL,1089
666,35805,Madison County,AL,1089
667,35748,Madison County,AL,1089
668,35756,Madison County,AL,1089
669,35815,Madison County,AL,1089
670,35767,Madison County,AL,1089
671,35763,Madison County,AL,1089
672,35758,Madison County,AL,1089
673,35803,Madison County,AL,1089
674,35808,Madison County,AL,1089
675,35773,Madison County,AL,1089
676,35804,Madison County,AL,1089
677,35760,Madison County,AL,1089
678,35762,Madison County,AL,1089
679,35895,Madison County,AL,1089
680,35898,Madison County,AL,1089
681,35741,Madison County,AL,1089
682,35759,Madison County,AL,1089
683,35739,Madison County,AL,1089
684,35776,Madison County,AL,1089
685,35812,Madison County,AL,1089
686,35802,Madison County,AL,1089
687,35816,Madison County,AL,1089
688,35757,Madison County,AL,1089
689,35813,Madison County,AL,1089
690,35809,Madison County,AL,1089
691,35896,Madison County,AL,1089
692,35801,Madison County,AL,1089
693,35749,Madison County,AL,1089
694,35761,Madison County,AL,1089
695,35811,Madison County,AL,1089
696,35824,Madison County,AL,1089
697,35894,Madison County,AL,1089
698,36745,Marengo County,AL,1091
699,36738,Marengo County,AL,1091
700,36728,Marengo County,AL,1091
701,36722,Marengo County,AL,1091
702,36904,Marengo County,AL,1091
703,36763,Marengo County,AL,1091
704,36784,Marengo County,AL,1091
705,36751,Marengo County,AL,1091
706,36732,Marengo County,AL,1091
707,36748,Marengo County,AL,1091
708,36754,Marengo County,AL,1091
709,36736,Marengo County,AL,1091
710,36783,Marengo County,AL,1091
711,36782,Marengo County,AL,1091
712,36773,Marengo County,AL,1091
713,36742,Marengo County,AL,1091
714,36764,Marengo County,AL,1091
715,36786,Marengo County,AL,1091
716,36769,Marengo County,AL,1091
717,35565,Marion County,AL,1093
718,35552,Marion County,AL,1093
719,35571,Marion County,AL,1093
720,35581,Marion County,AL,1093
721,35570,Marion County,AL,1093
722,35594,Marion County,AL,1093
723,35563,Marion County,AL,1093
724,35564,Marion County,AL,1093
725,35593,Marion County,AL,1093
726,35548,Marion County,AL,1093
727,35554,Marion County,AL,1093
728,35543,Marion County,AL,1093
729,35016,Marshall County,AL,1095
730,35976,Marshall County,AL,1095
731,35087,Marshall County,AL,1095
732,35975,Marshall County,AL,1095
733,35754,Marshall County,AL,1095
734,35747,Marshall County,AL,1095
735,35755,Marshall County,AL,1095
736,35962,Marshall County,AL,1095
737,35956,Marshall County,AL,1095
738,35964,Marshall County,AL,1095
739,35175,Marshall County,AL,1095
740,35760,Marshall County,AL,1095
741,35776,Marshall County,AL,1095
742,35957,Marshall County,AL,1095
743,35980,Marshall County,AL,1095
744,35769,Marshall County,AL,1095
745,35951,Marshall County,AL,1095
746,35950,Marshall County,AL,1095
747,35952,Marshall County,AL,1095
748,36688,Mobile County,AL,1097
749,36505,Mobile County,AL,1097
750,36618,Mobile County,AL,1097
751,36608,Mobile County,AL,1097
752,36611,Mobile County,AL,1097
753,36602,Mobile County,AL,1097
754,36590,Mobile County,AL,1097
755,36670,Mobile County,AL,1097
756,36560,Mobile County,AL,1097
757,36521,Mobile County,AL,1097
758,36575,Mobile County,AL,1097
759,36544,Mobile County,AL,1097
760,36619,Mobile County,AL,1097
761,36652,Mobile County,AL,1097
762,36685,Mobile County,AL,1097
763,36528,Mobile County,AL,1097
764,36522,Mobile County,AL,1097
765,36525,Mobile County,AL,1097
766,36571,Mobile County,AL,1097
767,36572,Mobile County,AL,1097
768,36582,Mobile County,AL,1097
769,36603,Mobile County,AL,1097
770,36606,Mobile County,AL,1097
771,36689,Mobile County,AL,1097
772,36644,Mobile County,AL,1097
773,36675,Mobile County,AL,1097
774,36523,Mobile County,AL,1097
775,36604,Mobile County,AL,1097
776,36695,Mobile County,AL,1097
777,36587,Mobile County,AL,1097
778,36617,Mobile County,AL,1097
779,36691,Mobile County,AL,1097
780,36509,Mobile County,AL,1097
781,36640,Mobile County,AL,1097
782,36663,Mobile County,AL,1097
783,36512,Mobile County,AL,1097
784,36612,Mobile County,AL,1097
785,36693,Mobile County,AL,1097
786,36601,Mobile County,AL,1097
787,36660,Mobile County,AL,1097
788,36568,Mobile County,AL,1097
789,36605,Mobile County,AL,1097
790,36671,Mobile County,AL,1097
791,36609,Mobile County,AL,1097
792,36616,Mobile County,AL,1097
793,36541,Mobile County,AL,1097
794,36610,Mobile County,AL,1097
795,36607,Mobile County,AL,1097
796,36613,Mobile County,AL,1097
797,36615,Mobile County,AL,1097
798,36633,Mobile County,AL,1097
799,36033,Monroe County,AL,1099
800,36481,Monroe County,AL,1099
801,36460,Monroe County,AL,1099
802,36444,Monroe County,AL,1099
803,36751,Monroe County,AL,1099
804,36401,Monroe County,AL,1099
805,36470,Monroe County,AL,1099
806,36482,Monroe County,AL,1099
807,36471,Monroe County,AL,1099
808,36502,Monroe County,AL,1099
809,36480,Monroe County,AL,1099
810,36768,Monroe County,AL,1099
811,36445,Monroe County,AL,1099
812,36425,Monroe County,AL,1099
813,36726,Monroe County,AL,1099
814,36475,Monroe County,AL,1099
815,36439,Monroe County,AL,1099
816,36458,Monroe County,AL,1099
