Zip_Code,County_Name,State_Code,County_Code
36003,Autauga County,AL,1001
36006,Autauga County,AL,1001
36067,Autauga County,AL,1001
36066,Autauga County,AL,1001
36703,Autauga County,AL,1001
36701,Autauga County,AL,1001
36091,Autauga County,AL,1001
36051,Autauga County,AL,1001
36068,Autauga County,AL,1001
36008,Autauga County,AL,1001
36022,Autauga County,AL,1001
36749,Autauga County,AL,1001
36758,Autauga County,AL,1001
36550,Baldwin County,AL,1003
36551,Baldwin County,AL,1003
36527,Baldwin County,AL,1003
36577,Baldwin County,AL,1003
36559,Baldwin County,AL,1003
36536,Baldwin County,AL,1003
36576,Baldwin County,AL,1003
36579,Baldwin County,AL,1003
36502,Baldwin County,AL,1003
36578,Baldwin County,AL,1003
36533,Baldwin County,AL,1003
36564,Baldwin County,AL,1003
36561,Baldwin County,AL,1003
36580,Baldwin County,AL,1003
36535,Baldwin County,AL,1003
36547,Baldwin County,AL,1003
36549,Baldwin County,AL,1003
36530,Baldwin County,AL,1003
36562,Baldwin County,AL,1003
36532,Baldwin County,AL,1003
36526,Baldwin County,AL,1003
36555,Baldwin County,AL,1003
36511,Baldwin County,AL,1003
36567,Baldwin County,AL,1003
36574,Baldwin County,AL,1003
36480,Baldwin County,AL,1003
36507,Baldwin County,AL,1003
36542,Baldwin County,AL,1003
36017,Barbour County,AL,1005
36016,Barbour County,AL,1005
36311,Barbour County,AL,1005
36374,Barbour County,AL,1005
36048,Barbour County,AL,1005
36053,Barbour County,AL,1005
36317,Barbour County,AL,1005
36027,Barbour County,AL,1005
36072,Barbour County,AL,1005
35035,Bibb County,AL,1007
35034,Bibb County,AL,1007
36750,Bibb County,AL,1007
35115,Bibb County,AL,1007
35188,Bibb County,AL,1007
36793,Bibb County,AL,1007
35074,Bibb County,AL,1007
35042,Bibb County,AL,1007
35111,Bibb County,AL,1007
35184,Bibb County,AL,1007
36792,Bibb County,AL,1007
35456,Bibb County,AL,1007
35031,Blount County,AL,1009
35121,Blount County,AL,1009
35063,Blount County,AL,1009
35016,Blount County,AL,1009
35079,Blount County,AL,1009
35097,Blount County,AL,1009
35133,Blount County,AL,1009
35957,Blount County,AL,1009
35126,Blount County,AL,1009
35049,Blount County,AL,1009
35172,Blount County,AL,1009
35952,Blount County,AL,1009
35180,Blount County,AL,1009
35146,Blount County,AL,1009
35976,Blount County,AL,1009
35980,Blount County,AL,1009
35013,Blount County,AL,1009
36830,Bullock County,AL,1011
36031,Bullock County,AL,1011
36089,Bullock County,AL,1011
36029,Bullock County,AL,1011
36081,Bullock County,AL,1011
36860,Bullock County,AL,1011
36053,Bullock County,AL,1011
36005,Bullock County,AL,1011
36052,Bullock County,AL,1011
36037,Butler County,AL,1013
36033,Butler County,AL,1013
36032,Butler County,AL,1013
36456,Butler County,AL,1013
36474,Butler County,AL,1013
36030,Butler County,AL,1013
36042,Butler County,AL,1013
36071,Butler County,AL,1013
36015,Butler County,AL,1013
36206,Calhoun County,AL,1015
36204,Calhoun County,AL,1015
35096,Calhoun County,AL,1015
36279,Calhoun County,AL,1015
36205,Calhoun County,AL,1015
36260,Calhoun County,AL,1015
36271,Calhoun County,AL,1015
36272,Calhoun County,AL,1015
36201,Calhoun County,AL,1015
36203,Calhoun County,AL,1015
36207,Calhoun County,AL,1015
36265,Calhoun County,AL,1015
36202,Calhoun County,AL,1015
36257,Calhoun County,AL,1015
36253,Calhoun County,AL,1015
36254,Calhoun County,AL,1015
35905,Calhoun County,AL,1015
36250,Calhoun County,AL,1015
36277,Calhoun County,AL,1015
36852,Chambers County,AL,1017
36855,Chambers County,AL,1017
36879,Chambers County,AL,1017
36274,Chambers County,AL,1017
36862,Chambers County,AL,1017
36863,Chambers County,AL,1017
36801,Chambers County,AL,1017
36854,Chambers County,AL,1017
36276,Chambers County,AL,1017
36850,Chambers County,AL,1017
35973,Cherokee County,AL,1019
35959,Cherokee County,AL,1019
35901,Cherokee County,AL,1019
35984,Cherokee County,AL,1019
36272,Cherokee County,AL,1019
35967,Cherokee County,AL,1019
35961,Cherokee County,AL,1019
35903,Cherokee County,AL,1019
36275,Cherokee County,AL,1019
35960,Cherokee County,AL,1019
35983,Cherokee County,AL,1019
36006,Chilton County,AL,1021
35115,Chilton County,AL,1021
35040,Chilton County,AL,1021
36790,Chilton County,AL,1021
36758,Chilton County,AL,1021
36793,Chilton County,AL,1021
36750,Chilton County,AL,1021
36051,Chilton County,AL,1021
35046,Chilton County,AL,1021
35045,Chilton County,AL,1021
35171,Chilton County,AL,1021
36792,Chilton County,AL,1021
35085,Chilton County,AL,1021
36091,Chilton County,AL,1021
36908,Choctaw County,AL,1023
36913,Choctaw County,AL,1023
36919,Choctaw County,AL,1023
36921,Choctaw County,AL,1023
36904,Choctaw County,AL,1023
36912,Choctaw County,AL,1023
36910,Choctaw County,AL,1023
36916,Choctaw County,AL,1023
36922,Choctaw County,AL,1023
36558,Choctaw County,AL,1023
36915,Choctaw County,AL,1023
36436,Clarke County,AL,1025
36751,Clarke County,AL,1025
36446,Clarke County,AL,1025
36524,Clarke County,AL,1025
36784,Clarke County,AL,1025
36451,Clarke County,AL,1025
36540,Clarke County,AL,1025
36482,Clarke County,AL,1025
36727,Clarke County,AL,1025
36782,Clarke County,AL,1025
36545,Clarke County,AL,1025
36251,Clay County,AL,1027
36267,Clay County,AL,1027
35082,Clay County,AL,1027
35160,Clay County,AL,1027
35072,Clay County,AL,1027
35089,Clay County,AL,1027
36266,Clay County,AL,1027
36255,Clay County,AL,1027
36256,Clay County,AL,1027
36258,Clay County,AL,1027
36276,Clay County,AL,1027
36268,Clay County,AL,1027
36273,Cleburne County,AL,1029
36269,Cleburne County,AL,1029
36207,Cleburne County,AL,1029
36268,Cleburne County,AL,1029
36258,Cleburne County,AL,1029
36262,Cleburne County,AL,1029
36261,Cleburne County,AL,1029
36264,Cleburne County,AL,1029
36272,Cleburne County,AL,1029
36322,Coffee County,AL,1031
36453,Coffee County,AL,1031
36079,Coffee County,AL,1031
36351,Coffee County,AL,1031
36477,Coffee County,AL,1031
36346,Coffee County,AL,1031
36311,Coffee County,AL,1031
36010,Coffee County,AL,1031
36318,Coffee County,AL,1031
36034,Coffee County,AL,1031
36316,Coffee County,AL,1031
36009,Coffee County,AL,1031
36330,Coffee County,AL,1031
36323,Coffee County,AL,1031
36467,Coffee County,AL,1031
36360,Coffee County,AL,1031
35616,Colbert County,AL,1033
35654,Colbert County,AL,1033
35646,Colbert County,AL,1033
35653,Colbert County,AL,1033
35582,Colbert County,AL,1033
35674,Colbert County,AL,1033
35661,Colbert County,AL,1033
35672,Colbert County,AL,1033
35660,Colbert County,AL,1033
36471,Conecuh County,AL,1035
36330,Conecuh County,AL,1035
36426,Conecuh County,AL,1035
36454,Conecuh County,AL,1035
36460,Conecuh County,AL,1035
36401,Conecuh County,AL,1035
36442,Conecuh County,AL,1035
36473,Conecuh County,AL,1035
36502,Conecuh County,AL,1035
36475,Conecuh County,AL,1035
36456,Conecuh County,AL,1035
36432,Conecuh County,AL,1035
36474,Conecuh County,AL,1035
36421,Conecuh County,AL,1035
36033,Conecuh County,AL,1035
35151,Coosa County,AL,1037
35150,Coosa County,AL,1037
36026,Coosa County,AL,1037
36080,Coosa County,AL,1037
35046,Coosa County,AL,1037
35089,Coosa County,AL,1037
35136,Coosa County,AL,1037
35072,Coosa County,AL,1037
35010,Coosa County,AL,1037
35183,Coosa County,AL,1037
36420,Covington County,AL,1039
36421,Covington County,AL,1039
36453,Covington County,AL,1039
36483,Covington County,AL,1039
36455,Covington County,AL,1039
36476,Covington County,AL,1039
36467,Covington County,AL,1039
36474,Covington County,AL,1039
36038,Covington County,AL,1039
36401,Covington County,AL,1039
36028,Covington County,AL,1039
36477,Covington County,AL,1039
36442,Covington County,AL,1039
36456,Covington County,AL,1039
36037,Crenshaw County,AL,1041
36035,Crenshaw County,AL,1041
36009,Crenshaw County,AL,1041
36071,Crenshaw County,AL,1041
36049,Crenshaw County,AL,1041
36028,Crenshaw County,AL,1041
36036,Crenshaw County,AL,1041
36041,Crenshaw County,AL,1041
36034,Crenshaw County,AL,1041
36046,Crenshaw County,AL,1041
36042,Crenshaw County,AL,1041
36467,Crenshaw County,AL,1041
36323,Crenshaw County,AL,1041
35057,Cullman County,AL,1043
35087,Cullman County,AL,1043
35033,Cullman County,AL,1043
35058,Cullman County,AL,1043
35056,Cullman County,AL,1043
35179,Cullman County,AL,1043
35622,Cullman County,AL,1043
35053,Cullman County,AL,1043
35098,Cullman County,AL,1043
35619,Cullman County,AL,1043
35541,Cullman County,AL,1043
35670,Cullman County,AL,1043
35077,Cullman County,AL,1043
35016,Cullman County,AL,1043
35621,Cullman County,AL,1043
35540,Cullman County,AL,1043
35976,Cullman County,AL,1043
35083,Cullman County,AL,1043
35070,Cullman County,AL,1043
35019,Cullman County,AL,1043
35055,Cullman County,AL,1043
36322,Dale County,AL,1045
36303,Dale County,AL,1045
36353,Dale County,AL,1045
36345,Dale County,AL,1045
36374,Dale County,AL,1045
36360,Dale County,AL,1045
36317,Dale County,AL,1045
36371,Dale County,AL,1045
36350,Dale County,AL,1045
36362,Dale County,AL,1045
36311,Dale County,AL,1045
36330,Dale County,AL,1045
36361,Dale County,AL,1045
36352,Dale County,AL,1045
36761,Dallas County,AL,1047
36767,Dallas County,AL,1047
36701,Dallas County,AL,1047
36773,Dallas County,AL,1047
36758,Dallas County,AL,1047
36785,Dallas County,AL,1047
36759,Dallas County,AL,1047
36749,Dallas County,AL,1047
36703,Dallas County,AL,1047
36775,Dallas County,AL,1047
35962,DeKalb County,AL,1049
35968,DeKalb County,AL,1049
35765,DeKalb County,AL,1049
35984,DeKalb County,AL,1049
35986,DeKalb County,AL,1049
35983,DeKalb County,AL,1049
35971,DeKalb County,AL,1049
35959,DeKalb County,AL,1049
35956,DeKalb County,AL,1049
35989,DeKalb County,AL,1049
35988,DeKalb County,AL,1049
35771,DeKalb County,AL,1049
35957,DeKalb County,AL,1049
35978,DeKalb County,AL,1049
35966,DeKalb County,AL,1049
35963,DeKalb County,AL,1049
35979,DeKalb County,AL,1049
35975,DeKalb County,AL,1049
35967,DeKalb County,AL,1049
35974,DeKalb County,AL,1049
35951,DeKalb County,AL,1049
35981,DeKalb County,AL,1049
35961,DeKalb County,AL,1049
35954,DeKalb County,AL,1049
35010,Elmore County,AL,1051
36054,Elmore County,AL,1051
35136,Elmore County,AL,1051
36051,Elmore County,AL,1051
36022,Elmore County,AL,1051
36066,Elmore County,AL,1051
36080,Elmore County,AL,1051
36024,Elmore County,AL,1051
36026,Elmore County,AL,1051
36025,Elmore County,AL,1051
36020,Elmore County,AL,1051
36067,Elmore County,AL,1051
36093,Elmore County,AL,1051
36078,Elmore County,AL,1051
36092,Elmore County,AL,1051
36420,Escambia County,AL,1053
36483,Escambia County,AL,1053
36543,Escambia County,AL,1053
36441,Escambia County,AL,1053
36502,Escambia County,AL,1053
36562,Escambia County,AL,1053
36426,Escambia County,AL,1053
36432,Escambia County,AL,1053
36475,Escambia County,AL,1053
36503,Escambia County,AL,1053
35902,Etowah County,AL,1055
35905,Etowah County,AL,1055
35906,Etowah County,AL,1055
35954,Etowah County,AL,1055
35956,Etowah County,AL,1055
35957,Etowah County,AL,1055
35903,Etowah County,AL,1055
35972,Etowah County,AL,1055
35952,Etowah County,AL,1055
36272,Etowah County,AL,1055
35990,Etowah County,AL,1055
35904,Etowah County,AL,1055
35901,Etowah County,AL,1055
35121,Etowah County,AL,1055
35907,Etowah County,AL,1055
35961,Etowah County,AL,1055
36271,Etowah County,AL,1055
35574,Fayette County,AL,1057
35594,Fayette County,AL,1057
35545,Fayette County,AL,1057
35546,Fayette County,AL,1057
35554,Fayette County,AL,1057
35555,Fayette County,AL,1057
35579,Fayette County,AL,1057
35549,Fayette County,AL,1057
35563,Fayette County,AL,1057
35559,Fayette County,AL,1057
35542,Fayette County,AL,1057
35616,Franklin County,AL,1059
35654,Franklin County,AL,1059
35593,Franklin County,AL,1059
35585,Franklin County,AL,1059
35582,Franklin County,AL,1059
35571,Franklin County,AL,1059
35565,Franklin County,AL,1059
35581,Franklin County,AL,1059
35653,Franklin County,AL,1059
35674,Franklin County,AL,1059
35564,Franklin County,AL,1059
36344,Geneva County,AL,1061
36313,Geneva County,AL,1061
36453,Geneva County,AL,1061
36375,Geneva County,AL,1061
36318,Geneva County,AL,1061
36322,Geneva County,AL,1061
36477,Geneva County,AL,1061
36340,Geneva County,AL,1061
36352,Geneva County,AL,1061
36316,Geneva County,AL,1061
36301,Geneva County,AL,1061
36314,Geneva County,AL,1061
36442,Geneva County,AL,1061
36305,Geneva County,AL,1061
36349,Geneva County,AL,1061
35462,Greene County,AL,1063
35491,Greene County,AL,1063
35469,Greene County,AL,1063
35480,Greene County,AL,1063
35443,Greene County,AL,1063
35464,Greene County,AL,1063
36740,Greene County,AL,1063
35463,Greene County,AL,1063
35448,Greene County,AL,1063
35441,Hale County,AL,1065
36765,Hale County,AL,1065
36738,Hale County,AL,1065
36744,Hale County,AL,1065
36786,Hale County,AL,1065
36756,Hale County,AL,1065
35474,Hale County,AL,1065
36776,Hale County,AL,1065
36742,Hale County,AL,1065
36303,Henry County,AL,1067
36319,Henry County,AL,1067
36350,Henry County,AL,1067
36353,Henry County,AL,1067
36345,Henry County,AL,1067
36373,Henry County,AL,1067
36310,Henry County,AL,1067
36317,Henry County,AL,1067
36305,Houston County,AL,1069
36345,Houston County,AL,1069
36321,Houston County,AL,1069
36301,Houston County,AL,1069
36352,Houston County,AL,1069
36343,Houston County,AL,1069
36319,Houston County,AL,1069
36320,Houston County,AL,1069
36350,Houston County,AL,1069
36303,Houston County,AL,1069
36312,Houston County,AL,1069
36370,Houston County,AL,1069
36302,Houston County,AL,1069
36376,Houston County,AL,1069
36375,Houston County,AL,1069
35772,Jackson County,AL,1071
35744,Jackson County,AL,1071
35978,Jackson County,AL,1071
35769,Jackson County,AL,1071
35748,Jackson County,AL,1071
35768,Jackson County,AL,1071
35752,Jackson County,AL,1071
35771,Jackson County,AL,1071
35766,Jackson County,AL,1071
35765,Jackson County,AL,1071
35776,Jackson County,AL,1071
35755,Jackson County,AL,1071
35764,Jackson County,AL,1071
35966,Jackson County,AL,1071
35958,Jackson County,AL,1071
35746,Jackson County,AL,1071
35979,Jackson County,AL,1071
35774,Jackson County,AL,1071
35740,Jackson County,AL,1071
35745,Jackson County,AL,1071
35751,Jackson County,AL,1071
35212,Jefferson County,AL,1073
35215,Jefferson County,AL,1073
35173,Jefferson County,AL,1073
35205,Jefferson County,AL,1073
35180,Jefferson County,AL,1073
35232,Jefferson County,AL,1073
35218,Jefferson County,AL,1073
35444,Jefferson County,AL,1073
35048,Jefferson County,AL,1073
35254,Jefferson County,AL,1073
35181,Jefferson County,AL,1073
35079,Jefferson County,AL,1073
35294,Jefferson County,AL,1073
35133,Jefferson County,AL,1073
35130,Jefferson County,AL,1073
35208,Jefferson County,AL,1073
35224,Jefferson County,AL,1073
35202,Jefferson County,AL,1073
35209,Jefferson County,AL,1073
35235,Jefferson County,AL,1073
35091,Jefferson County,AL,1073
35172,Jefferson County,AL,1073
35126,Jefferson County,AL,1073
35061,Jefferson County,AL,1073
35207,Jefferson County,AL,1073
35211,Jefferson County,AL,1073
35217,Jefferson County,AL,1073
35219,Jefferson County,AL,1073
35116,Jefferson County,AL,1073
35062,Jefferson County,AL,1073
35127,Jefferson County,AL,1073
35210,Jefferson County,AL,1073
35214,Jefferson County,AL,1073
35222,Jefferson County,AL,1073
35006,Jefferson County,AL,1073
35023,Jefferson County,AL,1073
35022,Jefferson County,AL,1073
35243,Jefferson County,AL,1073
35244,Jefferson County,AL,1073
35236,Jefferson County,AL,1073
35270,Jefferson County,AL,1073
35295,Jefferson County,AL,1073
35119,Jefferson County,AL,1073
35015,Jefferson County,AL,1073
35139,Jefferson County,AL,1073
35111,Jefferson County,AL,1073
35073,Jefferson County,AL,1073
35117,Jefferson County,AL,1073
35216,Jefferson County,AL,1073
35223,Jefferson County,AL,1073
35020,Jefferson County,AL,1073
35242,Jefferson County,AL,1073
35234,Jefferson County,AL,1073
35231,Jefferson County,AL,1073
35220,Jefferson County,AL,1073
35229,Jefferson County,AL,1073
35123,Jefferson County,AL,1073
35060,Jefferson County,AL,1073
35293,Jefferson County,AL,1073
35206,Jefferson County,AL,1073
35226,Jefferson County,AL,1073
35213,Jefferson County,AL,1073
35228,Jefferson County,AL,1073
35063,Jefferson County,AL,1073
35255,Jefferson County,AL,1073
35146,Jefferson County,AL,1073
35249,Jefferson County,AL,1073
35064,Jefferson County,AL,1073
35005,Jefferson County,AL,1073
35021,Jefferson County,AL,1073
35036,Jefferson County,AL,1073
35285,Jefferson County,AL,1073
35080,Jefferson County,AL,1073
35094,Jefferson County,AL,1073
35068,Jefferson County,AL,1073
35071,Jefferson County,AL,1073
35118,Jefferson County,AL,1073
35204,Jefferson County,AL,1073
35203,Jefferson County,AL,1073
35221,Jefferson County,AL,1073
35201,Jefferson County,AL,1073
35233,Jefferson County,AL,1073
35266,Jefferson County,AL,1073
35259,Jefferson County,AL,1073
35260,Jefferson County,AL,1073
35253,Jefferson County,AL,1073
35261,Jefferson County,AL,1073
35148,Jefferson County,AL,1073
35142,Jefferson County,AL,1073
35586,Lamar County,AL,1075
35574,Lamar County,AL,1075
35544,Lamar County,AL,1075
35552,Lamar County,AL,1075
35576,Lamar County,AL,1075
35592,Lamar County,AL,1075
35555,Lamar County,AL,1075
35570,Lamar County,AL,1075
35563,Lamar County,AL,1075
35677,Lauderdale County,AL,1077
35614,Lauderdale County,AL,1077
35617,Lauderdale County,AL,1077
35633,Lauderdale County,AL,1077
35648,Lauderdale County,AL,1077
35630,Lauderdale County,AL,1077
35634,Lauderdale County,AL,1077
35652,Lauderdale County,AL,1077
35631,Lauderdale County,AL,1077
35645,Lauderdale County,AL,1077
35610,Lauderdale County,AL,1077
35632,Lauderdale County,AL,1077
35650,Lawrence County,AL,1079
35672,Lawrence County,AL,1079
35643,Lawrence County,AL,1079
35651,Lawrence County,AL,1079
35603,Lawrence County,AL,1079
35618,Lawrence County,AL,1079
35654,Lawrence County,AL,1079
35673,Lawrence County,AL,1079
35619,Lawrence County,AL,1079
36865,Lee County,AL,1081
36832,Lee County,AL,1081
36804,Lee County,AL,1081
36849,Lee County,AL,1081
36867,Lee County,AL,1081
36801,Lee County,AL,1081
36831,Lee County,AL,1081
36877,Lee County,AL,1081
36852,Lee County,AL,1081
36830,Lee County,AL,1081
36854,Lee County,AL,1081
36874,Lee County,AL,1081
36866,Lee County,AL,1081
36870,Lee County,AL,1081
36850,Lee County,AL,1081
36879,Lee County,AL,1081
36803,Lee County,AL,1081
35611,Limestone County,AL,1083
35612,Limestone County,AL,1083
35739,Limestone County,AL,1083
35749,Limestone County,AL,1083
35613,Limestone County,AL,1083
35610,Limestone County,AL,1083
35652,Limestone County,AL,1083
35649,Limestone County,AL,1083
35757,Limestone County,AL,1083
35671,Limestone County,AL,1083
35620,Limestone County,AL,1083
35742,Limestone County,AL,1083
35773,Limestone County,AL,1083
35647,Limestone County,AL,1083
35615,Limestone County,AL,1083
35756,Limestone County,AL,1083
35614,Limestone County,AL,1083
36047,Lowndes County,AL,1085
36775,Lowndes County,AL,1085
36040,Lowndes County,AL,1085
36761,Lowndes County,AL,1085
36752,Lowndes County,AL,1085
36785,Lowndes County,AL,1085
36043,Lowndes County,AL,1085
36032,Lowndes County,AL,1085
36701,Lowndes County,AL,1085
36830,Macon County,AL,1087
36866,Macon County,AL,1087
36832,Macon County,AL,1087
36013,Macon County,AL,1087
36075,Macon County,AL,1087
36083,Macon County,AL,1087
36088,Macon County,AL,1087
36804,Macon County,AL,1087
36078,Macon County,AL,1087
36029,Macon County,AL,1087
36039,Macon County,AL,1087
36089,Macon County,AL,1087
36860,Macon County,AL,1087
36879,Macon County,AL,1087
36087,Macon County,AL,1087
35806,Madison County,AL,1089
35807,Madison County,AL,1089
35897,Madison County,AL,1089
35750,Madison County,AL,1089
35814,Madison County,AL,1089
35899,Madison County,AL,1089
35893,Madison County,AL,1089
35810,Madison County,AL,1089
35805,Madison County,AL,1089
35748,Madison County,AL,1089
35756,Madison County,AL,1089
35815,Madison County,AL,1089
35767,Madison County,AL,1089
35763,Madison County,AL,1089
35758,Madison County,AL,1089
35803,Madison County,AL,1089
35808,Madison County,AL,1089
35773,Madison County,AL,1089
35804,Madison County,AL,1089
35760,Madison County,AL,1089
35762,Madison County,AL,1089
35895,Madison County,AL,1089
35898,Madison County,AL,1089
35741,Madison County,AL,1089
35759,Madison County,AL,1089
35739,Madison County,AL,1089
35776,Madison County,AL,1089
35812,Madison County,AL,1089
35802,Madison County,AL,1089
35816,Madison County,AL,1089
35757,Madison County,AL,1089
35813,Madison County,AL,1089
35809,Madison County,AL,1089
35896,Madison County,AL,1089
35801,Madison County,AL,1089
35749,Madison County,AL,1089
35761,Madison County,AL,1089
35811,Madison County,AL,1089
35824,Madison County,AL,1089
35894,Madison County,AL,1089
36745,Marengo County,AL,1091
36738,Marengo County,AL,1091
36728,Marengo County,AL,1091
36722,Marengo County,AL,1091
36904,Marengo County,AL,1091
36763,Marengo County,AL,1091
36784,Marengo County,AL,1091
36751,Marengo County,AL,1091
36732,Marengo County,AL,1091
36748,Marengo County,AL,1091
36754,Marengo County,AL,1091
36736,Marengo County,AL,1091
36783,Marengo County,AL,1091
36782,Marengo County,AL,1091
36773,Marengo County,AL,1091
36742,Marengo County,AL,1091
36764,Marengo County,AL,1091
36786,Marengo County,AL,1091
36769,Marengo County,AL,1091
35565,Marion County,AL,1093
35552,Marion County,AL,1093
35571,Marion County,AL,1093
35581,Marion County,AL,1093
35570,Marion County,AL,1093
35594,Marion County,AL,1093
35563,Marion County,AL,1093
35564,Marion County,AL,1093
35593,Marion County,AL,1093
35548,Marion County,AL,1093
35554,Marion County,AL,1093
35543,Marion County,AL,1093
35016,Marshall County,AL,1095
35976,Marshall County,AL,1095
35087,Marshall County,AL,1095
35975,Marshall County,AL,1095
35754,Marshall County,AL,1095
35747,Marshall County,AL,1095
35755,Marshall County,AL,1095
35962,Marshall County,AL,1095
35956,Marshall County,AL,1095
35964,Marshall County,AL,1095
35175,Marshall County,AL,1095
35760,Marshall County,AL,1095
35776,Marshall County,AL,1095
35957,Marshall County,AL,1095
35980,Marshall County,AL,1095
35769,Marshall County,AL,1095
35951,Marshall County,AL,1095
35950,Marshall County,AL,1095
35952,Marshall County,AL,1095
36688,Mobile County,AL,1097
36505,Mobile County,AL,1097
36618,Mobile County,AL,1097
36608,Mobile County,AL,1097
36611,Mobile County,AL,1097
36602,Mobile County,AL,1097
36590,Mobile County,AL,1097
36670,Mobile County,AL,1097
36560,Mobile County,AL,1097
36521,Mobile County,AL,1097
36575,Mobile County,AL,1097
36544,Mobile County,AL,1097
36619,Mobile County,AL,1097
36652,Mobile County,AL,1097
36685,Mobile County,AL,1097
36528,Mobile County,AL,1097
36522,Mobile County,AL,1097
36525,Mobile County,AL,1097
36571,Mobile County,AL,1097
36572,Mobile County,AL,1097
36582,Mobile County,AL,1097
36603,Mobile County,AL,1097
36606,Mobile County,AL,1097
36689,Mobile County,AL,1097
36644,Mobile County,AL,1097
36675,Mobile County,AL,1097
36523,Mobile County,AL,1097
36604,Mobile County,AL,1097
36695,Mobile County,AL,1097
36587,Mobile County,AL,1097
36617,Mobile County,AL,1097
36691,Mobile County,AL,1097
36509,Mobile County,AL,1097
36640,Mobile County,AL,1097
36663,Mobile County,AL,1097
36512,Mobile County,AL,1097
36612,Mobile County,AL,1097
36693,Mobile County,AL,1097
36601,Mobile County,AL,1097
36660,Mobile County,AL,1097
36568,Mobile County,AL,1097
36605,Mobile County,AL,1097
36671,Mobile County,AL,1097
36609,Mobile County,AL,1097
36616,Mobile County,AL,1097
36541,Mobile County,AL,1097
36610,Mobile County,AL,1097
36607,Mobile County,AL,1097
36613,Mobile County,AL,1097
36615,Mobile County,AL,1097
36633,Mobile County,AL,1097
36033,Monroe County,AL,1099
36481,Monroe County,AL,1099
36460,Monroe County,AL,1099
36444,Monroe County,AL,1099
36751,Monroe County,AL,1099
36401,Monroe County,AL,1099
36470,Monroe County,AL,1099
36482,Monroe County,AL,1099
36471,Monroe County,AL,1099
36502,Monroe County,AL,1099
36480,Monroe County,AL,1099
36768,Monroe County,AL,1099
36445,Monroe County,AL,1099
36425,Monroe County,AL,1099
36726,Monroe County,AL,1099
36475,Monroe County,AL,1099
36439,Monroe County,AL,1099
36458,Monroe County,AL,1099
36105,Montgomery County,AL,1101
36117,Montgomery County,AL,1101
36069,Montgomery County,AL,1101
36124,Montgomery County,AL,1101
36118,Montgomery County,AL,1101
36029,Montgomery County,AL,1101
36054,Montgomery County,AL,1101
36065,Montgomery County,AL,1101
36106,Montgomery County,AL,1101
36064,Montgomery County,AL,1101
36110,Montgomery County,AL,1101
36036,Montgomery County,AL,1101
36119,Montgomery County,AL,1101
36116,Montgomery County,AL,1101
36041,Montgomery County,AL,1101
36130,Montgomery County,AL,1101
36109,Montgomery County,AL,1101
36113,Montgomery County,AL,1101
36123,Montgomery County,AL,1101
36111,Montgomery County,AL,1101
36101,Montgomery County,AL,1101
36102,Montgomery County,AL,1101
36121,Montgomery County,AL,1101
36052,Montgomery County,AL,1101
36104,Montgomery County,AL,1101
36043,Montgomery County,AL,1101
36013,Montgomery County,AL,1101
36047,Montgomery County,AL,1101
36057,Montgomery County,AL,1101
36107,Montgomery County,AL,1101
36125,Montgomery County,AL,1101
36046,Montgomery County,AL,1101
36120,Montgomery County,AL,1101
36103,Montgomery County,AL,1101
36114,Montgomery County,AL,1101
36112,Montgomery County,AL,1101
36108,Montgomery County,AL,1101
36115,Montgomery County,AL,1101
36131,Montgomery County,AL,1101
35601,Morgan County,AL,1103
35622,Morgan County,AL,1103
35754,Morgan County,AL,1103
35603,Morgan County,AL,1103
35175,Morgan County,AL,1103
35087,Morgan County,AL,1103
35602,Morgan County,AL,1103
35673,Morgan County,AL,1103
35775,Morgan County,AL,1103
35019,Morgan County,AL,1103
35016,Morgan County,AL,1103
35670,Morgan County,AL,1103
35640,Morgan County,AL,1103
35621,Morgan County,AL,1103
35619,Morgan County,AL,1103
35179,Morgan County,AL,1103
36773,Perry County,AL,1105
36756,Perry County,AL,1105
36786,Perry County,AL,1105
35042,Perry County,AL,1105
36765,Perry County,AL,1105
36701,Perry County,AL,1105
36728,Perry County,AL,1105
36759,Perry County,AL,1105
35466,Pickens County,AL,1107
35461,Pickens County,AL,1107
35481,Pickens County,AL,1107
35442,Pickens County,AL,1107
35555,Pickens County,AL,1107
35574,Pickens County,AL,1107
35447,Pickens County,AL,1107
35471,Pickens County,AL,1107
35576,Pickens County,AL,1107
36005,Pike County,AL,1109
36082,Pike County,AL,1109
36010,Pike County,AL,1109
36079,Pike County,AL,1109
36081,Pike County,AL,1109
36035,Pike County,AL,1109
36034,Pike County,AL,1109
36049,Pike County,AL,1109
36264,Randolph County,AL,1111
36276,Randolph County,AL,1111
36280,Randolph County,AL,1111
36258,Randolph County,AL,1111
36274,Randolph County,AL,1111
36278,Randolph County,AL,1111
36266,Randolph County,AL,1111
36263,Randolph County,AL,1111
36804,Russell County,AL,1113
36860,Russell County,AL,1113
36871,Russell County,AL,1113
36869,Russell County,AL,1113
36867,Russell County,AL,1113
36875,Russell County,AL,1113
36858,Russell County,AL,1113
36027,Russell County,AL,1113
36877,Russell County,AL,1113
36870,Russell County,AL,1113
36856,Russell County,AL,1113
36851,Russell County,AL,1113
36868,Russell County,AL,1113
36874,Russell County,AL,1113
35054,St. Clair County,AL,1115
35094,St. Clair County,AL,1115
35135,St. Clair County,AL,1115
35972,St. Clair County,AL,1115
35182,St. Clair County,AL,1115
35178,St. Clair County,AL,1115
